class,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
hydrothermal,11.0,231.0,362.0,0.39,51.8,88.6,122.0,9.0,11.3,557.91,74.8,895.29,569.0
hydrothermal,5.6,89.1,149.0,0.15,18.3,35.3,56.3,2.09,3.4,66.45,32.0,162.43,251.0
hydrothermal,15.4,547.0,813.0,0.87,139.0,202.0,254.0,17.0,25.0,985.02,163.0,1081.73,1123.0
hydrothermal,8.32,165.0,261.0,0.27,39.8,63.3,92.0,5.69,7.5,328.76,53.9,477.02,405.0
hydrothermal,9.08,234.0,361.0,0.42,57.0,87.3,121.0,10.3,12.2,270.78,73.9,421.92,538.0
hydrothermal,7.37,135.0,235.0,0.16,26.8,54.7,85.5,3.0,4.68,228.58,50.1,486.52,388.0
hydrothermal,7.89,190.0,293.0,0.36,45.8,71.5,98.5,7.98,10.0,188.69,60.5,309.68,438.0
hydrothermal,11.7,217.0,345.0,0.48,48.8,82.5,121.0,8.32,9.97,394.5,71.0,635.63,530.0
hydrothermal,18.2,63.7,106.0,2.74,16.8,24.8,42.1,15.3,6.17,155.6,22.8,284.37,180.0
hydrothermal,4.03,31.1,60.3,0.03,5.26,12.9,26.6,0.48,0.87,50.21,13.3,157.45,112.0
hydrothermal,6.15,107.0,172.0,0.19,23.6,41.5,63.1,2.85,4.42,128.1,36.4,230.99,281.0
hydrothermal,7.76,176.0,267.0,0.4,45.4,65.8,95.0,8.98,9.6,211.89,56.0,334.45,430.0
hydrothermal,35.1,282.0,439.0,0.8,64.5,107.0,145.0,24.8,14.9,298.28,90.7,500.1,675.0
hydrothermal,4.93,93.2,163.0,0.15,17.4,37.6,63.7,1.5,2.95,84.49,35.6,194.01,297.0
hydrothermal,7.78,218.0,341.0,0.49,51.1,82.2,123.0,8.46,10.9,240.66,70.4,368.04,531.0
hydrothermal,5.21,77.1,133.0,0.18,16.8,30.6,51.3,2.79,3.43,106.14,28.2,216.44,223.0
hydrothermal,21.8,328.0,516.0,0.96,79.4,125.0,177.0,19.2,16.1,477.73,107.0,699.98,779.0
hydrothermal,6.33,110.0,184.0,0.23,24.8,43.0,72.3,4.06,5.58,71.88,39.7,161.68,318.0
hydrothermal,6.22,146.0,238.0,0.23,32.7,56.3,81.5,3.27,6.02,146.64,48.8,257.38,362.0
hydrothermal,6.15,77.6,139.0,0.11,15.1,31.7,54.5,1.68,2.84,119.42,29.7,220.59,238.0
hydrothermal,14.1,90.6,160.0,0.71,19.6,36.7,63.0,9.74,4.99,92.77,34.4,238.1,272.0
hydrothermal,4.63,88.1,161.0,0.16,16.8,36.7,63.4,1.52,2.74,114.7,34.6,243.87,275.0
hydrothermal,8.68,324.0,539.0,0.54,68.5,130.0,179.0,10.5,12.5,533.66,108.0,791.42,782.0
hydrothermal,14.2,263.0,415.0,0.37,53.2,103.0,143.0,9.14,14.6,297.99,83.1,479.01,765.0
hydrothermal,15.0,293.0,470.0,0.36,60.7,114.0,162.0,11.9,18.3,351.82,94.2,586.28,856.0
hydrothermal,13.0,107.0,192.0,0.09,17.6,44.2,76.0,1.81,3.89,137.9,40.8,327.31,394.0
hydrothermal,17.0,373.0,558.0,1.4,73.5,140.0,172.0,14.0,22.6,None,110.0,None,960.0
hydrothermal,7.58,165.0,257.0,0.43,40.0,61.7,87.9,7.46,9.04,162.39,53.3,272.8,410.0
hydrothermal,8.74,187.0,295.0,0.41,46.1,71.8,102.0,9.83,11.0,269.95,61.0,446.51,467.0
hydrothermal,8.14,195.0,289.0,0.35,47.1,71.4,95.5,8.99,11.0,183.18,60.2,290.2,438.0
hydrothermal,9.1,195.0,304.0,0.34,48.6,73.9,103.0,8.57,11.0,246.84,62.7,396.74,466.0
hydrothermal,8.36,191.0,290.0,0.33,47.1,70.9,97.3,8.6,10.6,208.44,59.9,324.96,443.0
hydrothermal,4.56,72.8,127.0,0.1,14.1,29.2,49.9,1.43,2.48,83.37,27.8,182.29,222.0
hydrothermal,8.66,195.0,292.0,0.39,50.5,71.6,96.1,10.6,11.9,221.97,59.8,355.94,446.0
hydrothermal,6.4,147.0,234.0,0.29,33.9,55.5,85.3,5.29,6.67,168.61,49.2,312.01,377.0
hydrothermal,3.35,162.0,328.0,2.91,28.2,68.4,245.0,0.53,2.97,52.0,84.5,333.0,1006.0
hydrothermal,1.74,98.0,211.0,1.52,15.4,42.3,178.0,0.21,1.23,17.6,58.2,160.0,702.0
hydrothermal,2.41,109.0,231.0,1.98,19.1,46.5,183.0,0.34,1.86,30.4,60.8,226.0,742.0
hydrothermal,3.5,149.0,293.0,2.86,27.6,60.9,220.0,0.51,3.03,58.0,75.6,315.0,897.0
hydrothermal,15.9,145.0,176.0,6.46,44.8,46.0,89.2,2.54,8.26,650.0,39.6,1617.0,416.0
hydrothermal,8.02,129.0,219.0,2.2,24.4,48.6,149.0,0.9,2.53,102.0,50.5,666.0,517.0
hydrothermal,7.05,82.2,124.0,2.66,20.7,29.2,78.4,0.94,3.05,330.0,30.5,917.0,350.0
hydrothermal,18.6,232.0,301.0,5.63,57.2,75.4,151.0,1.47,5.75,231.0,68.4,1200.0,738.0
hydrothermal,8.43,146.0,209.0,3.63,33.8,50.1,120.0,0.81,3.69,238.0,49.8,815.0,467.0
hydrothermal,6.08,192.0,313.0,3.36,36.9,71.9,194.0,1.0,3.18,72.5,74.6,346.0,812.0
hydrothermal,4.91,83.3,136.0,1.69,16.1,30.2,91.9,0.49,1.86,45.9,34.2,514.0,401.0
hydrothermal,13.2,82.8,105.0,3.63,27.0,26.0,56.0,2.24,6.2,822.0,22.2,1074.0,213.0
hydrothermal,4.43,54.1,86.0,1.38,11.8,19.3,54.9,0.76,1.88,70.4,20.8,454.0,241.0
hydrothermal,1.41,67.9,147.0,1.16,10.8,29.2,130.0,0.36,1.18,20.0,40.2,159.0,498.0
hydrothermal,5.01,85.1,139.0,1.93,15.6,31.5,92.6,0.65,1.94,100.0,34.2,425.0,396.0
hydrothermal,4.8,69.4,125.0,1.62,13.5,26.6,90.3,0.51,1.86,151.0,32.0,644.0,377.0
hydrothermal,10.5,158.0,184.0,6.66,43.4,49.1,86.2,1.47,7.07,397.0,40.4,798.0,412.0
hydrothermal,2.75,97.4,188.0,1.85,17.0,39.1,141.0,0.62,1.98,36.2,48.4,326.0,568.0
hydrothermal,3.54,114.0,218.0,2.05,21.0,46.0,166.0,0.73,2.29,49.7,50.9,279.0,537.0
hydrothermal,4.03,141.0,265.0,2.4,26.4,56.1,198.0,0.38,2.26,34.9,61.9,204.0,633.0
hydrothermal,2.15,119.0,265.0,1.86,19.3,52.4,225.0,0.49,1.76,24.8,69.2,194.0,791.0
hydrothermal,0.62,9.86,27.7,0.27,1.97,4.62,48.9,0.35,0.36,9.92,8.65,79.8,125.0
hydrothermal,0.93,8.71,19.8,0.29,2.01,3.92,20.7,0.54,0.62,11.8,5.56,116.0,72.9
hydrothermal,0.29,5.14,17.7,0.09,0.64,2.87,32.6,0.3,0.11,9.69,5.84,90.5,73.7
hydrothermal,0.44,5.73,17.1,0.22,0.93,2.83,23.0,0.23,0.15,15.1,4.69,74.3,56.6
hydrothermal,1.71,17.4,39.9,0.67,3.55,7.24,50.8,0.36,0.58,59.6,12.2,302.0,172.0
hydrothermal,13.4,13.1,33.1,0.34,3.42,6.12,27.5,0.33,0.46,92.1,8.7,149.0,110.0
hydrothermal,19.1,38.1,82.2,1.19,9.77,15.9,58.9,2.06,2.36,94.9,20.9,147.0,245.0
hydrothermal,17.9,30.4,69.0,0.86,7.55,13.2,50.0,1.04,1.53,126.0,17.7,209.0,205.0
hydrothermal,7.84,13.1,31.3,0.4,3.27,5.79,26.7,0.34,0.49,35.8,8.5,93.3,106.0
hydrothermal,16.4,35.0,80.3,1.2,9.8,15.1,61.5,1.52,2.07,110.0,20.5,179.0,247.0
hydrothermal,8.67,17.3,40.2,0.52,4.46,7.35,29.8,0.48,1.13,37.0,10.4,77.8,121.0
hydrothermal,16.3,38.9,87.4,0.88,9.43,16.7,57.1,1.02,1.84,80.0,21.4,142.0,246.0
hydrothermal,18.4,39.7,101.0,1.01,8.5,18.4,71.9,0.98,1.72,85.1,25.6,165.0,296.0
hydrothermal,10.6,21.6,57.5,0.59,5.14,10.3,45.9,0.47,0.78,35.2,14.9,84.7,182.0
hydrothermal,15.7,19.1,49.5,0.42,3.96,8.56,41.4,0.96,1.14,64.6,13.1,112.0,164.0
hydrothermal,10.5,35.9,77.7,1.27,9.58,14.8,51.2,1.88,2.1,57.4,18.8,96.5,215.0
hydrothermal,13.2,27.1,70.7,0.73,5.89,12.6,55.0,0.69,1.24,49.9,18.3,112.0,221.0
hydrothermal,7.45,13.3,32.5,0.33,2.98,5.85,27.7,0.27,0.69,23.5,8.76,60.5,109.0
hydrothermal,8.91,12.2,29.2,0.3,2.75,5.37,24.2,0.3,0.59,33.6,7.79,81.6,96.1
hydrothermal,12.5,13.9,41.3,0.32,3.0,7.0,40.3,0.27,0.53,52.0,11.3,115.0,149.0
hydrothermal,9.25,21.6,43.6,0.49,5.32,9.23,26.1,0.47,1.12,20.9,10.3,48.7,116.0
hydrothermal,9.6,14.2,38.8,0.45,3.78,6.89,36.7,0.42,0.74,35.7,10.5,102.0,135.0
hydrothermal,44.0,93.8,181.0,1.73,23.7,39.3,85.3,1.44,3.6,354.0,42.7,536.0,432.0
hydrothermal,77.4,115.0,176.0,6.71,44.4,41.0,84.9,8.75,10.5,320.0,40.0,396.0,421.0
hydrothermal,35.7,75.5,135.0,2.37,19.7,28.2,65.9,5.46,5.22,4566.0,30.9,1824.0,324.0
hydrothermal,84.6,101.0,161.0,2.91,32.2,37.1,71.6,10.1,8.96,1480.0,35.5,919.0,357.0
hydrothermal,3.22,43.0,90.0,0.24,7.88,18.0,46.3,1.13,1.51,81.0,21.4,215.0,232.0
hydrothermal,61.5,175.0,281.0,2.35,54.5,63.9,112.0,28.0,19.6,298.0,61.3,1171.0,602.0
hydrothermal,27.9,103.0,138.0,1.14,33.6,33.7,46.3,5.05,8.98,185.0,28.9,282.0,269.0
hydrothermal,17.9,229.0,400.0,2.0,64.5,88.8,164.0,23.2,18.5,300.0,86.6,343.0,860.0
hydrothermal,6.41,104.0,186.0,0.45,21.5,41.6,77.0,1.88,3.26,171.0,42.1,303.0,417.0
hydrothermal,5.75,99.5,179.0,0.41,21.3,39.4,72.2,1.75,3.69,121.0,39.6,266.0,394.0
hydrothermal,6.45,85.7,161.0,0.32,15.6,33.8,68.3,0.96,3.13,127.0,34.5,570.0,354.0
hydrothermal,40.7,121.0,218.0,1.74,34.2,45.3,103.0,23.8,11.6,574.0,49.4,1626.0,510.0
hydrothermal,10.6,21.2,52.8,0.82,6.27,9.5,50.3,1.83,1.99,4.0,14.9,54.0,192.0
hydrothermal,46.4,87.5,212.0,1.68,20.7,39.2,175.0,1.42,4.09,18.0,57.4,489.0,728.0
hydrothermal,18.3,21.9,48.9,1.19,4.84,8.82,49.6,0.74,0.89,29.0,12.7,185.0,169.0
hydrothermal,16.8,50.6,104.0,0.68,9.47,20.6,50.3,1.76,1.29,285.0,24.3,521.0,260.0
hydrothermal,473.0,190.0,250.0,128.0,150.0,58.0,101.0,453.0,147.0,61.0,56.3,68.0,559.0
hydrothermal,34.8,19.4,22.7,0.23,8.93,6.16,9.59,1.59,2.52,124.0,4.74,26.0,45.8
hydrothermal,22.1,27.9,45.2,0.26,8.04,10.1,19.0,1.16,2.13,50.0,10.0,56.0,101.0
hydrothermal,21.0,236.0,421.0,0.7,45.0,63.0,161.0,14.0,11.0,718.0,105.0,1111.0,854.0
hydrothermal,40.0,198.0,455.0,1.8,65.0,70.0,152.0,8.7,15.0,909.0,83.0,1019.0,696.0
hydrothermal,29.0,211.0,420.0,1.7,41.0,73.0,132.0,12.0,13.0,1025.0,100.0,1149.0,773.0
hydrothermal,35.0,202.0,286.0,1.6,84.0,58.0,147.0,13.0,11.0,966.0,100.0,897.0,874.0
hydrothermal,18.0,223.0,314.0,2.0,57.0,72.0,108.0,12.0,12.0,1231.0,88.0,1477.0,760.0
hydrothermal,25.0,220.0,449.0,1.3,87.0,70.0,124.0,12.0,15.0,992.0,91.0,873.0,927.0
hydrothermal,28.0,187.0,323.0,0.7,68.0,80.0,158.0,9.2,14.0,1102.0,96.0,1111.0,904.0
hydrothermal,612.0,787.0,943.0,0.8,233.0,236.0,262.0,202.0,112.0,1666.0,168.0,2267.0,1658.0
hydrothermal,13.0,183.0,301.0,1.1,49.0,65.0,90.0,9.3,16.0,229.0,62.0,569.0,588.0
hydrothermal,68.0,183.0,253.0,2.4,61.0,57.0,86.0,13.0,21.0,565.0,52.0,1467.0,486.0
hydrothermal,52.0,86.0,152.0,1.3,23.0,30.0,59.0,4.5,4.4,642.0,35.0,562.0,355.0
hydrothermal,84.0,139.0,197.0,1.4,45.0,45.0,60.0,49.0,18.0,332.0,37.0,317.0,381.0
hydrothermal,9.4,110.0,170.0,5.1,27.0,35.0,74.0,11.0,8.4,846.0,37.0,1490.0,447.0
hydrothermal,19.0,13.0,18.0,1.0,3.0,3.0,44.0,15.0,5.9,2327.0,11.0,2615.0,250.0
hydrothermal,39.0,86.0,165.0,1.2,19.0,33.0,85.0,7.0,4.1,10.0,39.0,19.0,436.0
hydrothermal,25.0,89.0,161.0,1.0,22.0,34.0,69.0,4.2,4.0,320.0,35.0,515.0,366.0
hydrothermal,18.0,213.0,351.0,1.2,46.0,79.0,128.0,18.0,13.0,673.0,75.0,600.0,731.0
hydrothermal,17.0,147.0,258.0,1.1,32.0,55.0,100.0,4.6,5.6,127.0,54.0,174.0,553.0
hydrothermal,587.0,145.0,226.0,2.4,65.0,51.0,88.0,294.0,52.0,803.0,48.0,929.0,488.0
hydrothermal,11.0,74.0,131.0,0.1,15.0,29.0,49.0,2.6,2.4,323.0,28.0,1066.0,277.0
hydrothermal,26.0,223.0,359.0,1.4,50.0,83.0,121.0,6.1,9.0,570.0,72.0,792.0,703.0
hydrothermal,44.0,43.0,79.0,1.0,13.0,16.0,41.0,9.6,4.4,2.0,19.0,5.0,208.0
hydrothermal,9.9,104.0,189.0,1.1,25.0,40.0,76.0,2.8,3.8,43.0,39.0,27.0,410.0
hydrothermal,32.0,52.0,106.0,0.5,12.0,21.0,59.0,2.5,2.2,876.0,26.0,751.0,291.0
hydrothermal,22.0,62.0,120.0,1.9,14.0,23.0,70.0,6.5,4.5,320.0,28.0,515.0,339.0
hydrothermal,19.0,175.0,281.0,0.3,42.0,63.0,91.0,6.1,6.9,478.0,55.0,848.0,551.0
hydrothermal,568.0,62.0,74.0,3.1,59.0,18.0,26.0,336.0,60.0,646.0,14.0,640.0,148.0
hydrothermal,295.0,407.0,437.0,34.0,201.0,108.0,167.0,292.0,138.0,1413.0,87.0,1677.0,974.0
hydrothermal,20.0,136.0,216.0,0.5,36.0,50.0,70.0,16.0,7.2,570.0,42.0,792.0,422.0
hydrothermal,269.0,645.0,838.0,2.9,214.0,170.0,539.0,380.0,239.0,1949.0,245.0,1992.0,3284.0
hydrothermal,75.0,242.0,336.0,0.4,79.0,79.0,101.0,45.0,21.0,576.0,61.0,497.0,601.0
hydrothermal,95.0,169.0,256.0,0.4,53.0,58.0,81.0,61.0,20.0,813.0,49.0,985.0,490.0
hydrothermal,5.7,173.0,287.0,0.3,34.0,63.0,95.0,3.4,4.1,111.0,59.0,262.0,579.0
hydrothermal,23.0,95.0,156.0,0.1,24.0,34.0,51.0,3.0,4.7,433.0,32.0,547.0,314.0
hydrothermal,33.0,129.0,225.0,0.1,28.0,49.0,72.0,10.0,5.2,297.0,45.0,553.0,447.0
hydrothermal,16.0,71.0,119.0,0.9,19.0,25.0,48.0,3.1,3.2,241.0,25.0,513.0,268.0
hydrothermal,27.0,126.0,257.0,0.8,29.0,49.0,116.0,5.9,5.3,269.0,57.0,350.0,642.0
hydrothermal,7.9,72.0,115.0,0.2,16.0,25.0,36.0,2.0,3.4,183.0,23.0,134.0,230.0
hydrothermal,7.5,109.0,191.0,0.4,22.0,39.0,64.0,2.6,3.4,288.0,39.0,423.0,394.0
hydrothermal,50.0,90.0,143.0,2.2,28.0,31.0,54.0,16.0,7.8,208.0,29.0,126.0,319.0
hydrothermal,18.0,101.0,162.0,1.6,29.0,34.0,60.0,13.0,10.0,139.0,32.0,543.0,347.0
hydrothermal,43.0,192.0,351.0,2.1,43.0,72.0,128.0,4.4,7.5,450.0,70.0,767.0,757.0
hydrothermal,21.0,80.0,139.0,0.8,20.0,29.0,50.0,10.0,4.6,121.0,29.0,219.0,295.0
hydrothermal,36.0,35.0,63.0,0.8,9.0,13.0,26.0,8.9,2.7,106.0,14.0,168.0,150.0
hydrothermal,55.0,75.0,143.0,0.8,16.0,28.0,62.0,13.0,4.7,264.0,30.0,276.0,356.0
hydrothermal,60.0,64.0,122.0,0.3,15.0,24.0,52.0,19.0,5.9,226.0,27.0,478.0,302.0
hydrothermal,43.0,144.0,224.0,1.7,40.0,49.0,75.0,7.7,7.9,822.0,44.0,393.0,464.0
hydrothermal,12.0,146.0,228.0,2.2,42.0,50.0,75.0,7.0,8.9,207.0,45.0,281.0,452.0
hydrothermal,2.9,111.0,183.0,0.4,26.0,39.0,70.0,3.2,4.8,79.0,37.0,102.0,391.0
hydrothermal,110.0,186.0,281.0,0.1,49.0,62.0,92.0,60.0,18.0,165.0,55.0,679.0,570.0
magmatic,15.0,84.0,128.0,0.8,24.0,28.0,44.0,4.4,5.2,213.0,26.0,356.0,256.0
magmatic,20.0,144.0,261.0,0.4,29.0,55.0,91.0,1.4,4.2,592.0,54.0,1050.0,545.0
magmatic,23.0,80.0,146.0,0.2,18.0,31.0,56.0,1.2,1.9,337.0,31.0,392.0,325.0
magmatic,12.0,196.0,291.0,0.2,53.0,66.0,85.0,6.4,11.0,290.0,57.0,420.0,522.0
magmatic,60.0,122.0,258.0,0.8,23.0,50.0,122.0,2.2,4.1,926.0,59.0,923.0,652.0
magmatic,27.0,50.0,121.0,0.9,10.0,22.0,86.0,0.5,1.7,315.0,32.0,479.0,377.0
magmatic,5.8,142.0,213.0,4.1,42.0,50.0,79.0,6.2,9.4,51.0,44.0,101.0,422.0
magmatic,1.3,5.0,16.0,0.1,1.0,3.0,15.0,0.1,0.1,66.0,4.0,136.0,61.0
magmatic,22.0,74.0,159.0,1.2,17.0,30.0,88.0,2.0,3.5,569.0,37.0,1609.0,460.0
magmatic,0.9,111.0,135.0,0.1,21.0,33.0,29.0,0.8,3.4,594.0,24.0,1134.0,207.0
magmatic,26.0,155.0,218.0,0.8,40.0,49.0,69.0,9.0,11.0,705.0,42.0,881.0,422.0
magmatic,35.0,87.0,126.0,0.8,25.0,27.0,42.0,3.4,6.9,481.0,25.0,496.0,253.0
magmatic,8.4,89.0,132.0,0.6,22.0,29.0,41.0,1.7,4.1,95.0,24.0,213.0,247.0
magmatic,14.0,32.0,65.0,0.4,6.0,12.0,34.0,0.4,0.7,77.0,15.0,154.0,177.0
magmatic,118.0,143.0,177.0,3.0,51.0,44.0,51.0,7.8,9.3,1890.0,33.0,1284.0,324.0
magmatic,11.0,103.0,194.0,2.1,30.0,41.0,66.0,5.7,9.7,212.0,33.0,126.0,359.0
magmatic,11.0,88.0,147.0,0.1,17.0,31.0,48.0,1.4,2.8,176.0,28.0,441.0,299.0
magmatic,29.0,85.0,58.0,3.3,20.0,32.0,55.0,15.0,20.0,451.0,11.0,323.0,353.0
magmatic,3.8,228.0,429.0,0.4,42.0,90.0,176.0,2.6,5.7,130.0,96.0,180.0,995.0
magmatic,24.0,112.0,210.0,1.3,21.0,42.0,99.0,1.9,3.4,163.0,49.0,177.0,527.0
magmatic,35.0,211.0,374.0,2.2,51.0,79.0,133.0,4.7,9.9,281.0,74.0,293.0,753.0
magmatic,29.0,123.0,234.0,1.1,26.0,47.0,119.0,2.3,4.5,478.0,55.0,620.0,609.0
magmatic,43.0,81.0,129.0,1.4,24.0,29.0,50.0,2.2,5.6,121.0,27.0,162.0,272.0
magmatic,3.3,181.0,413.0,0.3,26.0,81.0,167.0,1.8,3.7,258.0,91.0,198.0,925.0
magmatic,4.0,190.0,281.0,0.4,44.0,67.0,90.0,3.4,7.3,288.0,56.0,506.0,527.0
magmatic,21.0,92.0,198.0,0.4,17.0,38.0,105.0,0.9,2.2,882.0,47.0,474.0,527.0
magmatic,38.0,119.0,230.0,1.5,25.0,47.0,111.0,2.0,4.0,155.0,54.0,224.0,578.0
magmatic,28.0,55.0,101.0,0.4,14.0,21.0,44.0,1.2,2.1,1413.0,22.0,1126.0,230.0
magmatic,2.3,132.0,177.0,0.2,32.0,44.0,53.0,1.5,4.5,483.0,34.0,585.0,316.0
magmatic,15.0,237.0,352.0,1.4,61.0,84.0,110.0,6.5,12.0,338.0,70.0,335.0,640.0
magmatic,42.0,67.0,140.0,1.1,15.0,27.0,76.0,1.2,3.1,794.0,33.0,614.0,374.0
magmatic,1.6,135.0,237.0,0.2,29.0,51.0,93.0,1.8,5.2,133.0,51.0,264.0,512.0
magmatic,48.0,160.0,281.0,2.8,41.0,58.0,143.0,6.5,8.7,205.0,68.0,224.0,746.0
magmatic,30.0,51.0,107.0,0.5,10.0,21.0,61.0,1.3,2.3,228.0,27.0,385.0,302.0
magmatic,41.0,60.0,146.0,1.2,11.0,27.0,101.0,0.8,1.9,813.0,37.0,720.0,459.0
magmatic,4.6,164.0,301.0,0.1,31.0,65.0,108.0,1.6,4.9,338.0,64.0,414.0,630.0
magmatic,15.0,36.0,66.0,0.5,9.0,14.0,33.0,0.8,1.3,130.0,15.0,180.0,168.0
magmatic,61.0,188.0,286.0,2.2,58.0,64.0,99.0,11.0,14.0,673.0,57.0,600.0,590.0
magmatic,15.0,131.0,187.0,2.2,41.0,43.0,60.0,6.0,9.2,163.0,35.0,177.0,348.0
magmatic,15.0,130.0,208.0,0.5,36.0,47.0,71.0,6.3,7.7,281.0,40.0,293.0,408.0
magmatic,15.0,37.0,66.0,0.5,9.0,14.0,31.0,0.9,1.2,127.0,15.0,174.0,165.0
magmatic,9.4,68.0,110.0,0.1,17.0,25.0,37.0,1.1,2.9,121.0,22.0,162.0,221.0
magmatic,50.0,71.0,147.0,0.9,15.0,28.0,74.0,1.1,2.3,258.0,33.0,198.0,381.0
magmatic,14.0,65.0,129.0,0.9,16.0,25.0,69.0,1.8,3.4,288.0,29.0,506.0,347.0
magmatic,72.0,131.0,195.0,1.2,34.0,46.0,66.0,3.4,6.8,282.0,39.0,474.0,387.0
magmatic,16.0,49.0,88.0,0.5,12.0,18.0,42.0,1.2,2.3,155.0,20.0,224.0,220.0
magmatic,7.9,104.0,191.0,0.2,20.0,39.0,76.0,0.8,2.6,229.0,40.0,779.0,434.0
magmatic,11.0,246.0,392.0,0.2,63.0,88.0,124.0,4.8,11.0,483.0,74.0,585.0,726.0
magmatic,20.0,132.0,206.0,0.5,33.0,46.0,68.0,4.8,7.2,338.0,40.0,335.0,406.0
magmatic,12.0,80.0,192.0,0.3,10.0,34.0,99.0,0.4,1.5,155.0,46.0,264.0,550.0
magmatic,17.0,62.0,104.0,0.8,18.0,21.0,45.0,2.6,3.8,205.0,22.0,224.0,243.0
magmatic,14.0,54.0,117.0,0.8,13.0,22.0,71.0,1.1,1.7,228.0,28.0,385.0,333.0
magmatic,25.0,62.0,107.0,0.2,14.0,23.0,41.0,1.1,2.6,338.0,23.0,414.0,236.0
magmatic,8.0,72.0,123.0,0.2,14.0,26.0,44.0,1.3,2.3,262.0,26.0,662.0,265.0
magmatic,4.4,187.0,323.0,0.6,36.0,69.0,113.0,1.5,4.2,134.0,66.0,397.0,667.0
magmatic,18.0,90.0,172.0,0.2,18.0,36.0,67.0,1.1,3.7,529.0,37.0,1226.0,383.0
magmatic,16.0,72.0,128.0,0.03,15.0,26.0,47.0,1.3,2.0,587.0,28.0,1227.0,281.0
magmatic,23.0,88.0,178.0,0.1,16.0,35.0,79.0,1.1,2.4,464.0,41.0,1014.0,440.0
magmatic,20.0,145.0,274.0,1.1,30.0,58.0,109.0,2.3,5.7,481.0,59.0,699.0,611.0
magmatic,7.6,64.0,114.0,0.2,14.0,24.0,41.0,1.3,2.7,106.0,24.0,194.0,237.0
magmatic,25.0,53.0,71.0,1.3,18.0,17.0,23.0,3.7,6.1,236.0,14.0,145.0,132.0
magmatic,11.0,160.0,220.0,0.4,48.0,53.0,62.0,6.0,11.0,444.0,42.0,332.0,386.0
magmatic,13.0,67.0,115.0,0.1,16.0,24.0,38.0,1.4,2.8,192.0,23.0,262.0,227.0
magmatic,13.0,79.0,152.0,0.4,16.0,30.0,65.0,1.2,2.2,247.0,34.0,583.0,359.0
magmatic,1.8,236.0,469.0,0.5,33.0,94.0,177.0,2.2,4.1,134.0,103.0,1226.0,1045.0
magmatic,12.0,93.0,174.0,0.7,21.0,36.0,68.0,1.7,2.5,247.0,37.0,747.0,385.0
magmatic,2.2,146.0,238.0,0.5,38.0,51.0,90.0,2.8,8.1,219.0,49.0,528.0,511.0
magmatic,10.0,203.0,392.0,1.0,36.0,81.0,150.0,3.2,5.4,318.0,84.0,1144.0,887.0
magmatic,7.1,56.0,99.0,0.1,12.0,21.0,36.0,1.1,2.3,95.0,21.0,128.0,206.0
magmatic,43.0,73.0,112.0,1.0,22.0,25.0,40.0,3.2,4.3,127.0,23.0,95.0,232.0
magmatic,4.1,99.0,78.0,1.0,40.0,24.0,18.0,4.9,7.2,85.0,13.0,216.0,115.0
magmatic,9.4,111.0,194.0,0.1,22.0,42.0,63.0,1.7,3.2,186.0,40.0,525.0,388.0
magmatic,5.3,143.0,242.0,0.4,30.0,52.0,85.0,1.4,4.2,151.0,50.0,496.0,505.0
magmatic,11.0,137.0,253.0,1.9,29.0,51.0,102.0,2.1,4.3,303.0,54.0,1410.0,569.0
magmatic,12.0,87.0,135.0,0.1,20.0,30.0,43.0,1.3,3.6,331.0,27.0,453.0,259.0
magmatic,2.2,260.0,338.0,0.1,51.0,83.0,87.0,2.2,5.9,180.0,63.0,870.0,571.0
magmatic,19.0,42.0,70.0,0.3,10.0,15.0,26.0,0.9,1.8,158.0,14.0,163.0,150.0
magmatic,0.7,140.0,153.0,0.1,36.0,40.0,41.0,1.1,5.4,100.0,28.0,538.0,259.0
magmatic,14.0,619.0,876.0,4.7,162.0,207.0,242.0,13.0,28.0,356.0,162.0,558.0,1504.0
magmatic,17.0,95.0,162.0,1.6,23.0,35.0,61.0,5.2,5.5,665.0,35.0,767.0,355.0
magmatic,2.6,146.0,239.0,0.2,31.0,52.0,77.0,1.7,4.6,181.0,48.0,408.0,470.0
magmatic,21.0,155.0,239.0,0.2,37.0,54.0,71.0,3.4,7.2,850.0,47.0,694.0,443.0
magmatic,2.7,178.0,313.0,0.1,34.0,66.0,102.0,1.8,4.0,134.0,64.0,500.0,626.0
magmatic,14.0,106.0,195.0,0.3,24.0,41.0,76.0,1.3,3.8,453.0,42.0,583.0,429.0
magmatic,14.0,72.0,117.0,0.1,17.0,26.0,38.0,1.1,2.6,247.0,24.0,273.0,228.0
magmatic,1.5,72.0,43.0,0.2,29.0,15.0,5.0,1.3,5.0,165.0,6.0,816.0,43.0
magmatic,17.0,95.0,168.0,0.2,19.0,34.0,59.0,1.5,3.5,262.0,34.0,506.0,363.0
magmatic,5.9,82.0,174.0,1.2,13.0,32.0,77.0,2.0,2.7,230.0,38.0,1422.0,432.0
magmatic,1.8,110.0,113.0,0.2,31.0,30.0,25.0,2.0,5.4,151.0,19.0,538.0,175.0
magmatic,21.0,109.0,212.0,0.7,23.0,41.0,91.0,1.6,3.9,320.0,46.0,483.0,513.0
magmatic,65.0,203.0,293.0,3.7,67.0,66.0,94.0,10.0,15.0,429.0,55.0,211.0,570.0
