class,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
detrital,8.7,26.3,52.0,0.46,4.53,11.5,17.5,0.7,1.05,6.52,10.5,285.0,94.4
detrital,2.94,26.3,52.5,0.46,6.69,10.6,26.2,0.34,0.86,24.1,11.6,98.2,121.0
detrital,43.0,51.6,113.0,1.16,12.5,22.1,64.4,1.24,2.35,207.0,26.7,282.0,287.0
detrital,31.1,49.6,95.6,1.01,13.3,19.9,48.8,1.24,2.14,214.0,21.5,272.0,226.0
detrital,60.3,77.5,143.0,0.87,18.2,30.0,59.4,2.11,3.4,286.0,32.1,246.0,308.0
detrital,4.45,118.0,170.0,1.13,37.5,41.5,53.8,6.36,8.57,26.5,32.4,30.3,287.0
detrital,7.98,39.0,59.3,0.65,13.2,13.9,23.0,1.35,2.78,122.0,12.4,150.0,117.0
detrital,89.3,75.6,105.0,1.58,26.7,25.7,37.2,4.58,7.24,112.0,21.1,48.1,193.0
detrital,15.4,49.0,119.0,0.87,10.1,22.4,74.9,0.36,1.67,89.1,29.4,340.0,324.0
detrital,10.4,120.0,134.0,2.2,30.5,37.5,30.6,1.52,4.47,90.5,23.6,425.0,190.0
detrital,100.0,107.0,171.0,3.77,34.5,39.8,63.4,5.81,8.73,469.0,35.5,166.0,320.0
detrital,42.8,182.0,304.0,4.44,50.7,68.9,116.0,6.69,11.5,134.0,63.3,169.0,590.0
detrital,36.4,28.5,49.8,0.53,7.76,10.8,25.4,0.83,1.76,69.1,12.1,102.0,123.0
detrital,10.6,35.3,66.1,0.22,9.02,14.0,28.5,0.77,1.56,144.0,14.9,451.0,141.0
detrital,22.0,35.7,66.4,0.57,8.85,14.1,29.2,0.78,1.44,80.1,14.5,81.3,144.0
detrital,50.8,55.9,116.0,1.17,13.2,23.7,67.1,1.91,2.47,424.0,28.1,462.0,298.0
detrital,28.2,52.6,102.0,0.82,12.9,21.7,47.5,1.75,2.29,114.0,23.0,114.0,231.0
detrital,22.2,35.7,55.9,0.68,12.0,12.8,23.0,1.25,2.27,68.9,12.2,62.1,114.0
detrital,21.1,201.0,284.0,0.68,64.8,69.9,84.3,10.3,14.9,103.0,55.2,75.1,472.0
detrital,20.4,123.0,182.0,1.71,39.1,44.0,60.5,9.66,10.6,332.0,35.8,303.0,319.0
detrital,39.9,90.9,183.0,1.12,20.4,37.5,97.1,1.76,3.58,201.0,43.8,220.0,445.0
detrital,39.4,221.0,334.0,4.13,67.2,77.8,116.0,11.0,13.8,219.0,67.9,93.1,613.0
detrital,13.6,54.7,103.0,0.41,12.1,21.4,50.1,0.85,2.37,160.0,23.8,294.0,239.0
detrital,44.6,67.5,93.6,0.59,23.1,22.8,30.8,2.97,4.84,334.0,19.0,205.0,169.0
detrital,9.22,30.4,66.1,0.18,6.18,13.5,30.6,0.45,0.99,55.7,15.5,77.3,149.0
detrital,143.0,54.1,96.5,1.62,19.5,21.1,44.5,58.4,11.5,109.0,21.7,113.0,214.0
detrital,0.88,4.76,5.57,0.11,1.2,1.49,1.58,0.0,0.16,4.72,0.99,68.0,9.34
detrital,17.8,33.7,48.3,0.48,11.6,11.9,17.6,2.46,3.6,188.0,10.1,205.0,94.3
detrital,39.6,18.6,23.8,0.46,4.65,5.81,9.23,0.39,0.79,27.5,4.89,7.54,45.1
detrital,8.73,22.0,32.8,0.75,7.28,7.74,12.1,0.93,1.57,18.1,6.5,44.5,60.9
detrital,25.1,52.1,78.2,0.48,16.5,18.6,28.4,1.93,3.51,79.2,16.2,239.0,146.0
detrital,13.7,57.4,93.7,0.78,16.6,21.5,36.0,1.59,3.25,75.1,19.8,133.0,183.0
detrital,2.2,4.97,5.18,0.17,1.52,1.47,1.55,0.07,0.46,16.8,1.0,43.7,7.84
detrital,49.5,160.0,271.0,1.87,39.9,62.2,92.7,5.83,8.25,37.8,55.1,41.2,495.0
detrital,34.4,50.4,96.6,0.73,13.0,20.6,45.8,1.1,2.63,122.0,22.8,194.0,223.0
metamorphic,24.22,125.06,241.22,0.6,32.51,49.24,93.08,1.05,2.7,151.13,52.35,90.99,493.93
metamorphic,9.59,57.46,107.45,0.11,14.47,22.41,39.6,0.7,1.5,126.9,23.78,315.25,223.83
metamorphic,13.39,65.02,111.52,1.8,23.95,25.39,42.27,2.4,3.34,29.91,22.54,45.2,212.97
metamorphic,22.29,82.91,141.24,1.67,32.22,28.2,56.95,2.76,5.57,56.13,31.39,87.1,306.63
metamorphic,23.15,101.66,151.85,2.78,39.9,34.26,62.36,6.77,8.71,65.6,33.06,96.65,317.68
metamorphic,19.11,101.69,131.78,1.11,42.17,32.44,39.62,8.65,10.59,151.32,26.62,202.94,226.32
metamorphic,12.04,40.31,69.72,0.89,13.39,15.32,30.61,1.02,1.66,21.05,15.8,40.48,160.44
metamorphic,10.99,32.64,56.73,0.19,10.57,12.41,24.79,0.63,1.2,84.26,12.64,187.05,124.99
metamorphic,19.33,90.9,161.66,1.33,27.93,34.73,64.36,2.04,3.83,58.13,35.0,94.98,329.87
metamorphic,12.67,41.81,84.6,0.57,12.08,16.92,44.39,0.77,1.43,44.09,21.2,251.49,204.91
metamorphic,10.55,142.87,287.05,0.37,37.4,58.61,115.17,1.58,3.81,107.89,66.33,478.47,618.96
metamorphic,4.78,26.26,35.89,0.41,9.89,8.39,12.95,0.86,1.92,37.31,7.26,71.72,66.91
metamorphic,7.97,49.3,79.87,0.31,13.76,17.87,30.98,0.77,1.86,91.08,18.31,191.51,166.34
metamorphic,12.37,144.99,199.5,1.35,46.72,47.92,57.42,3.69,6.86,58.44,40.2,51.82,336.02
metamorphic,11.04,44.47,90.77,0.74,13.3,18.58,39.11,0.59,1.29,21.5,19.93,60.3,211.77
metamorphic,11.54,47.53,93.5,0.15,12.72,18.59,38.87,0.81,1.59,175.63,22.82,285.06,216.35
metamorphic,46.05,97.8,148.76,0.94,31.7,34.05,51.39,21.99,8.2,67.69,32.15,104.45,277.67
metamorphic,14.92,39.93,67.58,0.78,13.22,14.26,32.39,1.29,2.28,26.91,16.12,79.78,161.97
metamorphic,13.8,58.23,105.21,1.07,17.17,20.75,38.99,1.03,2.24,28.92,23.21,52.49,214.22
metamorphic,11.75,60.65,97.85,0.67,20.6,21.02,41.67,2.15,3.44,99.9,21.46,201.59,212.31
metamorphic,46.78,75.07,142.6,0.56,22.61,29.81,62.89,1.59,3.31,145.31,32.38,179.99,324.39
metamorphic,63.69,87.38,155.76,0.65,26.11,31.31,63.05,1.66,2.84,264.29,35.57,207.05,319.29
metamorphic,128.89,128.38,223.9,2.47,39.14,45.75,94.14,5.26,8.03,65.78,51.62,130.89,504.87
metamorphic,88.84,137.58,264.61,2.32,34.92,55.0,110.22,1.82,4.18,60.41,58.92,108.14,566.5
metamorphic,10.76,12.74,26.61,0.4,4.31,5.03,17.35,0.69,0.88,56.61,6.98,139.59,75.48
metamorphic,33.26,31.97,50.28,0.43,11.46,11.14,18.17,1.41,2.45,34.69,10.82,39.67,95.81
metamorphic,11.87,38.27,66.03,0.51,13.25,14.2,23.05,0.94,2.2,62.91,13.57,65.41,123.09
metamorphic,14.61,260.56,515.5,2.01,72.41,101.62,235.71,2.57,7.08,54.13,119.41,160.31,1163.68
metamorphic,50.24,70.98,124.82,1.27,20.36,25.8,53.19,1.0,2.26,35.88,27.56,37.17,255.42
metamorphic,19.78,79.94,116.96,0.75,30.4,26.19,42.1,4.89,6.45,213.05,23.99,479.78,213.46
metamorphic,23.71,26.56,39.04,0.72,10.03,9.04,14.37,1.45,2.11,27.61,8.21,24.71,73.28
metamorphic,78.95,124.25,161.18,3.19,55.51,39.04,45.89,7.78,13.21,167.95,31.9,101.23,256.08
metamorphic,224.69,128.14,241.89,2.53,36.02,48.5,101.82,1.82,4.23,74.36,55.89,98.97,539.52
metamorphic,17.55,57.13,97.51,0.15,16.83,20.54,36.37,1.63,2.62,212.6,21.47,281.44,193.06
metamorphic,262.24,143.18,256.61,3.82,43.91,53.17,105.8,5.16,8.72,69.61,60.12,33.24,560.34
metamorphic,34.08,146.92,224.32,5.23,54.98,49.14,89.51,16.46,15.27,308.88,48.67,523.03,447.0
metamorphic,8.1,175.02,304.69,1.32,54.52,66.64,102.45,4.07,7.39,97.01,61.32,193.5,543.13
metamorphic,37.66,64.74,115.66,0.67,19.61,24.61,46.83,1.34,2.41,74.0,25.59,81.14,238.87
metamorphic,17.42,73.35,127.97,0.79,23.19,27.31,53.45,1.61,2.88,78.36,28.36,98.8,273.71
metamorphic,10.99,32.47,56.97,0.5,9.79,11.87,23.9,0.44,1.15,61.12,12.87,286.47,123.68
metamorphic,16.22,57.92,100.52,0.75,18.44,21.34,39.34,1.28,2.8,40.95,21.69,68.43,203.76
metamorphic,217.4,109.76,188.59,2.09,33.57,40.25,88.77,1.71,4.41,89.22,41.38,24.74,438.52
metamorphic,11.1,85.58,126.05,1.98,31.76,30.61,48.02,3.58,6.54,70.06,28.48,117.05,275.75
metamorphic,16.5,93.4,152.17,1.7,28.68,33.05,62.21,3.52,4.87,47.34,32.49,76.75,309.77
metamorphic,225.55,144.36,268.14,3.26,44.74,55.03,116.03,2.46,6.41,89.98,61.84,20.98,594.08
metamorphic,13.61,48.27,84.88,0.42,13.93,17.77,34.45,0.98,2.14,48.22,18.47,66.18,173.53
metamorphic,37.25,59.95,114.26,0.48,17.89,22.98,49.98,1.09,1.98,87.63,25.63,74.19,242.62
metamorphic,99.19,55.51,99.41,0.81,16.04,20.95,44.43,1.05,2.35,38.03,23.04,45.31,220.47
metamorphic,9.12,89.75,159.92,0.26,28.33,34.32,60.59,1.69,3.59,39.62,34.13,65.02,335.92
metamorphic,24.43,50.0,95.29,0.32,15.33,19.01,38.41,1.5,2.54,24.31,20.42,32.33,195.2
metamorphic,21.95,50.88,95.39,0.39,15.4,20.76,37.79,0.72,1.73,97.68,19.72,109.12,191.95
metamorphic,19.71,57.58,104.03,0.79,17.52,22.22,42.03,2.03,2.11,42.99,21.59,56.7,202.4
metamorphic,10.52,130.21,273.55,0.3,31.98,55.69,117.11,1.28,3.36,84.27,63.74,355.63,611.71
metamorphic,18.3,86.39,145.85,1.25,27.71,32.44,57.88,1.74,3.46,47.99,30.75,57.44,284.3
metamorphic,10.36,33.0,67.54,0.11,8.71,13.56,28.11,0.46,1.1,89.32,15.29,202.52,144.51
metamorphic,35.7,137.08,201.42,2.07,53.79,46.52,65.58,6.31,11.43,53.51,40.82,30.27,351.27
metamorphic,26.42,50.24,83.18,1.37,16.86,17.67,34.7,3.79,3.68,20.21,17.32,26.95,171.09
metamorphic,19.49,49.82,88.37,0.36,14.28,18.58,38.58,0.86,2.06,78.52,20.15,86.35,186.11
metamorphic,25.1,64.31,101.51,4.68,23.79,22.15,44.53,15.13,8.38,95.1,21.85,521.17,214.26
metamorphic,41.67,63.65,116.14,0.63,19.46,24.7,50.25,0.93,2.42,73.27,25.61,69.43,248.05
metamorphic,20.35,56.88,87.84,2.08,19.67,19.71,38.58,4.85,4.42,47.52,19.09,86.26,182.03
metamorphic,29.32,135.37,236.96,1.67,40.55,51.94,82.3,5.64,5.49,157.72,48.3,273.62,426.81
metamorphic,13.98,72.91,133.21,0.15,19.96,28.83,50.85,0.7,2.27,72.59,28.06,164.02,259.14
metamorphic,14.42,96.85,166.19,1.27,30.14,35.88,66.33,1.69,3.71,42.49,35.93,80.67,334.47
metamorphic,15.41,60.11,108.06,0.45,17.35,22.68,44.23,0.87,1.9,59.93,23.35,65.59,216.63
metamorphic,18.02,54.18,90.64,0.52,17.3,20.21,37.77,1.3,2.45,44.31,19.66,61.29,180.92
metamorphic,11.3,30.26,56.46,0.24,9.26,11.29,24.18,0.55,1.05,81.27,12.41,163.1,119.49
hydrothermal,1289.0,246.0,141.0,0.2,178.0,44.0,29.0,1025.0,274.0,2797.0,28.0,957.0,215.0
hydrothermal,829.0,209.0,114.0,0.5,161.0,41.0,18.0,1107.0,240.0,2197.0,18.0,574.0,139.0
hydrothermal,21.0,205.0,393.0,0.9,34.0,87.0,157.0,4.0,7.0,472.0,83.0,1046.0,721.0
hydrothermal,959.0,217.0,128.0,0.7,144.0,40.0,29.0,853.0,221.0,1911.0,39.0,975.0,198.0
hydrothermal,304.0,944.0,664.0,15.0,599.0,202.0,88.0,377.0,352.0,2194.0,107.0,1101.0,686.0
hydrothermal,68.0,191.0,191.0,2.0,88.0,51.0,35.0,19.0,33.0,1785.0,32.0,714.0,236.0
hydrothermal,172.0,866.0,640.0,8.0,416.0,213.0,106.0,186.0,217.0,1508.0,110.0,679.0,775.0
hydrothermal,344.0,1208.0,859.0,16.0,722.0,264.0,116.0,416.0,410.0,2696.0,133.0,1209.0,898.0
hydrothermal,292.0,1214.0,869.0,15.0,822.0,280.0,115.0,335.0,410.0,2830.0,121.0,1104.0,800.0
hydrothermal,363.0,1052.0,728.0,20.0,675.0,241.0,106.0,474.0,425.0,2379.0,113.0,936.0,760.0
hydrothermal,169.0,751.0,529.0,7.0,405.0,167.0,71.0,113.0,155.0,2504.0,82.0,1104.0,526.0
hydrothermal,173.0,1220.0,831.0,13.0,581.0,268.0,121.0,151.0,198.0,2629.0,140.0,1128.0,917.0
magmatic,29.6,135.71,215.79,2.0,35.64,47.72,77.93,4.87,8.29,119.08,48.25,75.01,481.14
magmatic,29.05,109.99,185.07,1.55,27.01,39.94,70.38,2.73,4.98,95.77,42.66,88.16,424.54
magmatic,21.47,81.16,137.39,1.22,19.73,28.68,52.7,1.71,3.46,58.19,31.48,48.45,300.9
magmatic,30.06,98.81,163.75,1.95,26.15,35.29,61.4,2.29,4.93,76.35,36.37,58.12,335.41
magmatic,32.14,152.5,248.7,2.36,42.75,54.38,88.91,5.82,9.18,142.8,54.22,92.87,505.24
magmatic,34.33,99.05,163.03,1.66,27.17,35.85,63.27,2.55,4.97,104.53,36.88,75.51,338.58
magmatic,31.33,92.47,159.39,1.38,23.49,33.63,63.93,2.36,4.37,112.85,36.34,88.03,335.53
magmatic,29.13,137.17,226.29,2.38,38.14,49.44,83.78,4.81,7.55,121.84,49.76,82.36,467.14
magmatic,24.17,84.96,149.14,1.29,20.79,31.18,59.55,2.07,3.7,63.85,33.81,54.2,326.18
magmatic,26.17,112.45,186.75,1.98,28.9,40.3,67.72,3.44,6.13,89.48,40.75,62.71,378.05
magmatic,35.58,137.86,242.55,3.0,36.81,52.84,91.75,4.1,7.33,122.19,53.5,83.49,497.98
magmatic,27.65,99.94,164.52,1.63,25.99,35.74,62.67,2.67,5.69,100.65,36.51,75.44,356.75
magmatic,26.83,98.79,165.99,1.39,23.81,35.86,63.55,2.56,4.44,88.17,37.92,69.16,376.95
magmatic,28.82,82.22,137.6,1.2,21.49,30.62,53.75,1.74,3.66,71.22,32.39,60.96,311.44
magmatic,21.44,92.38,143.14,2.49,26.92,31.37,49.13,3.81,6.17,57.74,30.91,50.75,310.82
magmatic,29.04,115.73,174.23,3.0,32.41,38.64,60.64,4.4,7.26,89.96,38.73,75.0,383.6
magmatic,47.49,107.59,195.57,1.35,25.03,39.75,80.79,3.06,5.0,270.06,45.82,233.66,478.68
magmatic,33.44,81.9,146.0,1.3,20.2,30.4,61.8,1.91,3.46,89.4,34.4,101.0,361.0
magmatic,37.99,227.09,316.45,6.55,68.06,75.04,99.42,8.59,13.44,157.1,66.47,80.82,597.31
magmatic,24.63,83.75,140.2,1.33,23.35,30.13,54.86,3.45,5.69,75.6,32.11,65.58,315.44
magmatic,24.11,71.04,116.58,1.25,18.71,25.98,47.15,2.16,4.37,71.42,26.96,64.79,280.98
magmatic,19.8,74.51,108.65,0.73,31.9,24.8,41.17,4.26,2.63,43.72,24.76,45.73,251.59
magmatic,24.03,127.39,181.21,3.49,37.32,40.64,57.53,6.67,8.81,85.8,38.67,65.16,388.26
magmatic,70.97,102.11,178.87,1.33,29.01,38.71,76.2,2.12,4.71,225.92,41.84,284.88,369.07
magmatic,81.49,165.62,269.88,3.37,52.4,61.15,108.11,6.66,9.8,331.33,58.89,279.58,532.33
magmatic,101.02,163.78,295.22,3.09,47.53,63.3,122.51,6.09,10.34,283.59,67.38,312.33,583.91
magmatic,55.07,112.83,190.41,2.22,33.84,41.63,77.55,4.01,7.93,144.76,42.81,164.36,381.65
magmatic,108.66,157.31,273.49,2.15,42.46,60.54,113.75,3.65,7.44,395.81,62.33,366.26,556.27
magmatic,55.36,127.98,211.91,2.22,35.53,45.32,84.88,3.95,6.92,223.51,48.11,235.49,410.82
magmatic,47.45,67.12,126.78,0.76,16.78,26.75,57.53,1.85,3.0,189.03,30.5,255.36,279.03
magmatic,44.36,175.49,280.03,5.77,61.1,61.9,115.5,8.92,13.35,322.9,62.23,254.93,556.98
magmatic,100.57,146.54,241.92,4.1,47.17,54.75,101.8,5.8,9.45,222.2,55.24,215.38,486.43
magmatic,71.99,98.92,162.47,1.97,29.69,36.41,67.42,2.71,5.54,289.07,35.97,244.57,319.96
magmatic,34.61,61.26,106.93,1.11,17.03,23.38,46.37,1.11,2.66,113.14,25.21,147.29,220.15
magmatic,56.27,76.69,138.1,1.4,26.34,29.97,62.74,1.59,3.2,104.29,32.49,132.16,290.53
magmatic,67.7,102.62,169.78,2.23,31.58,38.75,68.75,4.49,7.34,380.14,37.91,286.74,340.32
magmatic,51.23,83.06,147.47,1.61,24.05,31.28,64.55,2.03,4.94,146.66,34.07,162.14,301.0
magmatic,90.47,114.81,194.06,1.92,32.77,43.93,80.23,3.95,4.95,257.73,45.56,287.54,395.08
magmatic,92.23,152.02,264.28,3.22,47.68,57.91,108.7,5.92,9.77,389.77,60.16,313.16,530.0
magmatic,62.85,141.53,221.5,3.42,48.49,52.22,89.91,5.77,10.0,221.52,50.03,198.59,438.93
magmatic,64.89,113.9,204.08,1.82,32.81,45.0,89.88,3.39,5.77,168.19,47.18,210.18,422.62
magmatic,52.87,90.85,152.32,1.51,26.53,33.95,64.06,2.31,4.31,251.43,35.61,221.15,306.82
magmatic,37.81,82.4,163.19,1.67,23.44,33.61,75.58,6.4,6.21,117.17,38.85,145.17,353.91
magmatic,36.3,128.51,203.42,2.81,43.97,46.7,82.8,6.14,9.94,178.9,46.7,159.72,401.45
magmatic,52.47,131.42,211.72,2.73,42.61,47.02,82.15,13.18,10.99,247.77,47.46,230.09,402.1
magmatic,46.13,71.02,126.4,0.86,20.76,26.61,54.23,3.28,3.3,201.36,29.66,241.06,265.29
magmatic,32.04,131.68,213.43,3.0,42.74,47.64,87.15,5.94,10.99,170.51,46.23,151.22,415.35
magmatic,50.7,154.88,250.35,2.73,50.7,56.1,99.5,6.84,11.79,279.35,56.69,250.27,490.67
magmatic,53.8,109.25,195.96,1.99,29.99,41.19,88.14,3.13,6.06,282.32,46.8,282.54,411.76
magmatic,45.9,75.25,131.84,1.35,20.32,28.32,57.81,2.15,3.89,184.69,31.27,186.77,268.85
magmatic,24.05,48.25,85.43,1.18,13.61,17.45,34.64,1.71,2.03,68.17,18.7,78.48,174.23
magmatic,80.96,158.91,278.09,2.78,49.66,61.37,112.41,6.72,11.83,354.4,63.96,308.18,562.07
magmatic,38.77,86.82,147.51,1.29,25.72,32.26,68.32,2.77,5.0,155.87,34.79,164.74,310.95
magmatic,22.49,52.84,95.88,1.21,16.47,21.13,48.3,0.6,3.07,84.12,23.8,105.29,212.72
magmatic,56.01,73.15,129.51,1.41,20.68,27.38,57.9,7.48,5.16,185.18,29.64,191.16,281.21
magmatic,26.74,70.46,133.11,1.96,20.84,27.79,62.75,2.12,4.58,87.71,31.03,109.77,286.76
magmatic,50.82,74.37,132.59,1.33,24.5,28.97,61.05,15.72,8.07,126.37,31.41,131.21,284.37
magmatic,29.9,54.76,95.03,1.05,16.62,21.31,44.08,1.39,2.48,108.93,22.99,119.48,204.37
magmatic,47.54,72.15,123.84,1.48,21.52,26.81,53.32,1.7,3.44,191.73,28.35,184.12,249.75
magmatic,90.11,168.25,265.93,2.63,46.25,60.03,91.02,5.38,9.78,173.77,59.26,111.71,556.98
magmatic,76.4,175.26,265.68,3.62,51.24,60.19,86.48,6.5,11.44,315.83,56.5,147.05,522.32
magmatic,107.75,291.14,411.62,5.97,88.99,94.42,119.84,13.59,20.95,304.7,85.43,135.46,734.65
magmatic,73.16,141.5,226.79,1.52,38.01,50.68,76.39,3.17,7.04,156.98,48.53,109.06,431.66
magmatic,76.77,240.09,382.96,3.74,63.27,86.06,126.71,6.72,13.03,368.7,80.47,231.84,729.65
magmatic,25.57,100.91,162.11,2.56,28.36,35.77,61.14,4.3,6.45,68.62,36.12,46.14,342.54
magmatic,50.76,93.22,162.45,1.44,23.08,35.25,61.37,2.42,4.32,100.13,35.5,72.04,324.84
magmatic,65.33,130.87,241.91,1.25,28.83,50.36,88.7,3.03,5.66,186.03,53.23,162.8,492.55
magmatic,29.49,118.06,189.46,2.49,30.85,41.84,70.44,4.08,6.31,77.95,42.17,51.93,387.47
magmatic,43.1,111.42,190.04,1.85,28.32,40.76,69.97,2.79,5.44,142.2,42.85,109.39,419.27
magmatic,44.26,109.08,187.73,1.69,26.49,39.51,75.49,2.1,4.82,123.24,43.8,111.48,426.28
magmatic,59.2,190.84,280.07,3.32,58.34,64.34,86.32,6.95,9.8,154.0,57.21,94.2,546.58
magmatic,60.1,87.29,133.76,1.52,26.39,30.22,49.4,3.74,5.25,66.91,28.8,42.61,280.55
magmatic,30.52,117.32,183.14,2.99,30.31,41.6,64.48,3.87,7.11,93.33,41.17,67.21,409.11
magmatic,23.57,49.35,77.24,2.05,15.3,17.07,28.55,2.21,3.68,28.06,16.64,17.65,168.07
magmatic,23.53,95.7,152.17,2.53,29.18,33.9,54.91,8.39,7.16,53.65,33.18,34.17,313.6
magmatic,17.36,52.57,79.81,2.3,16.65,18.09,31.31,2.29,4.18,22.25,18.19,14.98,176.81
magmatic,39.61,63.6,93.92,2.22,20.32,21.65,33.75,3.31,4.47,66.92,20.94,42.25,212.53
magmatic,25.0,94.82,130.51,4.73,32.78,31.01,43.11,8.19,9.95,41.04,27.39,21.36,265.27
magmatic,24.91,106.65,149.36,5.4,40.05,35.11,52.94,7.58,10.51,47.09,30.53,24.6,301.8
magmatic,18.54,45.31,69.77,2.0,14.84,15.51,27.2,2.03,3.41,22.24,14.97,14.7,151.0
magmatic,22.83,45.56,65.56,1.78,14.32,15.45,27.13,2.97,3.58,27.94,14.82,14.35,148.25
magmatic,27.1,150.3,201.1,6.27,51.42,47.73,64.02,9.66,11.8,63.5,41.43,32.5,396.05
magmatic,22.34,62.79,100.51,1.42,16.8,22.45,38.66,1.8,3.02,51.13,23.63,38.56,221.83
magmatic,69.5,115.35,172.14,1.47,31.29,40.19,57.62,3.33,6.24,146.86,37.8,80.24,337.92
magmatic,57.3,103.04,172.01,1.14,24.0,36.34,62.62,1.9,4.26,133.2,38.71,104.54,378.06
magmatic,82.51,165.38,261.55,3.47,45.9,58.94,90.72,6.64,10.64,223.7,56.74,102.45,517.71
magmatic,52.88,133.37,230.3,1.83,34.5,48.34,83.5,3.71,6.79,150.91,49.42,104.09,456.85
magmatic,48.12,127.08,229.19,2.14,30.95,48.54,89.65,2.83,6.22,154.56,51.19,121.84,485.57
magmatic,23.5,60.31,104.66,1.85,17.18,22.34,41.04,2.24,3.48,41.37,23.44,31.9,233.41
magmatic,27.93,121.02,193.93,3.92,35.91,43.35,68.78,4.78,8.6,76.22,41.82,44.61,390.36
magmatic,28.03,75.28,107.19,2.8,22.48,24.46,38.57,4.89,5.63,35.8,23.96,18.68,233.42
magmatic,25.66,105.66,151.38,4.16,35.23,36.03,52.61,5.22,8.24,52.2,33.52,28.2,304.68
magmatic,28.07,89.09,128.01,3.53,30.45,29.98,46.13,5.09,6.95,42.55,27.66,21.4,255.81
magmatic,37.03,152.86,213.64,6.08,49.95,50.14,66.44,7.72,11.68,90.8,43.87,47.31,389.77
magmatic,40.16,97.39,149.13,2.62,29.14,34.34,53.55,4.8,6.17,79.86,31.78,39.3,290.97
magmatic,14.29,42.76,66.45,1.68,12.54,15.29,26.46,1.5,2.65,18.54,14.62,10.72,138.41
magmatic,51.61,106.82,174.66,1.92,25.93,40.31,67.11,2.95,4.95,184.97,37.2,139.65,359.07
magmatic,38.75,100.49,177.46,1.99,23.83,39.21,71.55,2.5,4.27,108.36,37.64,96.57,372.14
magmatic,91.47,138.06,200.01,3.11,39.25,48.72,68.75,5.5,8.61,317.02,39.95,127.21,372.64
magmatic,48.03,151.77,248.88,3.43,41.05,56.45,91.41,5.93,9.62,139.16,51.14,91.96,482.82
magmatic,46.32,93.84,167.7,1.54,21.36,36.75,65.19,1.94,3.86,171.82,34.92,137.02,350.29
magmatic,35.01,101.52,191.34,2.17,23.81,40.7,81.94,2.51,5.02,111.35,41.89,100.09,415.95
magmatic,55.48,117.08,190.74,2.65,32.68,43.68,74.37,5.14,7.28,86.82,39.63,58.38,378.44
magmatic,88.89,128.27,225.24,2.58,35.1,50.33,91.18,15.95,10.14,126.17,47.64,84.57,472.0
magmatic,76.66,127.42,215.29,2.37,34.27,49.15,83.75,3.88,7.2,115.22,44.48,79.71,413.19
magmatic,86.26,122.42,189.84,2.36,39.97,44.9,72.29,5.05,8.5,153.6,38.75,75.15,353.57
magmatic,79.95,144.42,250.64,1.29,34.01,56.46,92.18,2.27,5.68,369.01,52.68,286.37,473.12
magmatic,34.92,82.53,137.91,2.93,24.58,31.19,56.91,3.29,5.34,65.79,28.51,39.65,282.61
magmatic,19.89,69.88,101.0,4.18,23.39,24.41,37.71,4.65,7.7,28.95,19.76,15.48,191.16
magmatic,23.27,52.18,81.9,2.2,15.85,19.08,33.04,2.19,3.52,31.91,17.13,21.72,164.94
magmatic,24.98,53.43,88.76,2.0,16.56,20.22,37.37,2.66,3.27,31.83,18.22,22.94,170.49
magmatic,23.86,59.1,108.11,1.24,15.9,23.71,42.77,1.5,2.82,61.01,23.34,51.72,209.19
magmatic,71.18,151.65,254.99,4.12,40.71,57.53,94.11,5.87,9.1,259.75,53.03,103.49,477.16
magmatic,82.91,126.46,194.82,2.84,36.05,45.71,68.33,5.18,8.56,201.33,38.98,95.8,347.21
magmatic,38.96,72.82,126.05,1.21,18.53,27.7,49.4,2.3,3.58,97.37,26.77,76.13,252.18
magmatic,32.7,85.79,156.3,1.6,20.69,33.18,65.85,2.21,4.61,133.97,34.37,103.02,321.0
magmatic,20.06,54.83,96.41,1.45,15.09,21.21,40.0,1.81,2.9,41.19,20.63,36.0,196.36
magmatic,77.74,167.0,277.43,4.01,44.93,63.0,100.84,5.34,8.45,324.63,55.96,147.57,503.67
magmatic,45.39,133.16,212.98,3.29,40.28,48.8,79.68,15.54,8.91,121.66,42.79,92.21,399.03
magmatic,36.97,90.95,147.74,2.43,26.98,35.15,59.67,4.3,6.76,174.7,31.17,155.86,288.95
magmatic,19.41,48.01,79.28,1.76,15.59,18.33,33.58,2.62,3.83,27.28,17.09,19.53,161.22
magmatic,31.1,69.02,115.49,2.13,18.98,25.51,47.64,2.76,4.68,48.11,24.81,34.61,232.12
magmatic,22.08,96.12,145.16,3.46,32.44,35.15,49.85,5.6,7.32,51.57,29.31,31.85,264.61
magmatic,23.0,91.74,140.17,3.18,28.43,32.82,51.89,4.19,6.83,54.79,28.48,32.95,257.26
magmatic,24.68,78.0,127.46,3.13,25.09,28.43,50.61,4.6,6.1,50.1,26.16,26.97,239.12
magmatic,50.4,111.56,160.69,3.85,41.77,38.89,59.45,8.25,10.09,76.99,31.51,39.41,290.61
magmatic,21.53,90.82,134.68,4.43,32.29,31.73,50.71,6.44,7.87,44.63,26.74,23.81,240.66
magmatic,58.65,174.99,245.42,4.93,59.44,58.11,81.09,9.58,13.32,129.48,52.04,58.11,475.76
magmatic,77.72,178.38,265.9,3.16,53.6,61.58,88.64,6.42,11.54,157.69,56.71,75.66,508.17
