class,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
None,13.71,66.9,119.0,0.53,15.1,25.7,54.5,0.95,2.37,161.0,25.9,452.0,250.0
None,34.16,783.0,712.0,23.4,409.0,204.0,189.0,20.59,64.9,699.0,124.0,1244.0,1014.0
None,30.55,52.0,105.0,0.59,11.5,21.4,56.0,0.74,1.83,244.0,24.5,350.0,248.0
None,8.92,93.7,168.0,0.75,21.9,36.2,71.3,1.34,3.6,97.0,36.0,257.0,339.0
None,11.56,91.4,205.0,0.36,16.15,40.9,105.2,1.74,2.28,122.0,47.1,239.0,482.0
None,17.02,36.1,78.9,0.41,6.62,14.9,48.7,0.48,1.04,149.0,19.7,268.0,211.0
None,20.17,84.5,175.0,0.87,17.2,35.2,89.7,1.1,2.69,214.0,40.3,396.0,400.0
None,11.76,29.7,56.4,0.42,7.55,11.7,29.0,0.58,1.43,88.0,13.3,163.0,135.0
None,34.19,168.0,224.0,2.47,55.7,55.4,78.2,18.3,13.96,481.0,45.0,1165.0,396.0
None,19.77,36.3,75.8,0.32,7.41,15.3,43.9,1.11,1.28,206.0,18.5,303.0,199.0
None,3.55,32.8,66.2,0.19,6.47,13.5,35.1,0.41,0.93,69.0,16.1,484.0,157.0
None,8.87,37.2,66.6,0.17,8.14,14.4,29.3,0.66,1.26,132.0,14.7,371.0,141.0
None,730.85,184.0,280.0,4.85,93.9,64.6,116.3,384.37,78.09,520.0,58.7,566.0,542.0
None,19.63,36.3,80.8,0.33,7.71,15.8,48.9,0.42,1.12,185.0,19.7,341.0,209.0
None,11.98,98.2,199.0,0.62,18.9,40.3,101.0,0.95,2.51,259.0,46.1,541.0,455.0
None,17.8,67.0,141.0,0.63,13.2,26.4,67.1,0.94,2.04,189.0,30.3,330.0,351.0
None,6.19,65.6,97.5,0.27,17.4,23.2,34.4,1.19,2.96,170.0,19.4,582.0,172.0
None,11.21,46.7,107.0,0.48,7.88,20.7,61.6,0.61,1.1,170.0,25.9,827.0,269.0
None,26.96,269.0,429.0,1.59,65.4,101.0,139.0,4.96,9.94,516.0,83.1,671.0,706.0
None,22.77,69.2,142.0,0.64,14.5,28.1,79.5,1.42,2.67,246.0,33.3,354.0,342.0
None,21.22,97.6,191.0,0.78,18.3,40.1,86.9,0.84,2.54,362.0,42.6,690.0,406.0
None,42.98,133.0,256.0,1.34,28.3,53.4,122.0,1.92,4.35,489.0,57.0,590.0,561.0
None,7.43,165.0,244.0,1.9,49.3,58.8,83.3,5.03,9.54,143.0,47.4,361.0,417.0
None,62.08,78.6,160.0,0.66,19.1,32.7,80.2,22.97,6.14,342.0,36.3,509.0,357.0
None,26.88,93.9,194.0,0.74,18.4,39.2,97.5,1.89,2.99,269.0,44.1,500.0,440.0
None,9.52,83.8,169.0,0.61,17.7,34.8,76.5,1.35,2.95,221.0,37.1,454.0,365.0
None,12.72,44.7,93.0,0.45,8.35,18.7,50.8,0.65,1.08,121.0,22.4,240.0,236.0
None,20.74,70.2,150.0,0.7,13.8,30.2,79.4,1.44,2.18,215.0,35.4,391.0,360.0
None,11.63,79.5,160.0,0.22,15.9,33.2,71.5,0.83,2.68,347.0,35.4,801.0,335.0
None,22.93,220.0,326.0,0.86,69.8,77.4,106.7,9.13,14.7,596.0,62.1,625.0,546.0
None,12.46,179.0,244.0,5.78,70.8,59.9,86.3,15.54,19.88,193.0,48.4,161.0,434.0
None,31.9,314.0,476.0,1.8,85.1,114.0,153.0,12.58,15.37,653.0,91.8,727.0,780.0
None,10.0,45.5,95.6,0.3,9.9,17.9,43.4,4.04,2.86,71.0,20.5,363.0,236.0
None,26.48,93.6,186.0,0.48,19.5,38.2,93.7,1.2,2.72,364.0,42.7,711.0,426.0
None,10.17,136.0,244.0,0.33,31.7,52.6,95.5,2.58,5.41,532.0,51.9,845.0,493.0
magmatic,12.59,159.0,280.0,1.25,38.3,61.9,120.1,3.5,7.3,302.0,59.3,518.0,563.0
None,27.53,127.0,254.0,1.15,25.1,51.8,124.0,1.63,3.55,343.0,59.2,515.0,585.0
None,6.59,90.9,172.0,0.14,20.2,36.3,69.9,1.91,3.25,545.0,37.0,1063.0,351.0
magmatic,27.45,58.7,125.0,0.62,12.7,24.7,69.5,1.74,2.44,256.0,29.8,551.0,303.0
None,28.5,126.0,251.0,0.74,27.9,51.8,117.0,2.96,4.65,325.0,56.8,831.0,550.0
magmatic,65.72,163.0,351.0,1.63,32.8,69.7,189.5,8.21,6.89,737.0,82.9,1386.0,839.0
magmatic,33.31,83.2,179.0,1.01,17.5,34.8,96.4,2.48,3.06,420.0,41.4,464.0,424.0
None,33.12,138.0,297.0,1.43,25.7,59.6,157.7,1.52,3.63,342.0,69.3,634.0,692.0
magmatic,34.25,78.4,171.0,0.66,15.6,33.4,96.4,1.27,2.68,367.0,40.6,700.0,419.0
magmatic,34.15,89.7,189.0,0.87,18.6,37.9,104.0,3.49,3.1,329.0,44.5,527.0,452.0
None,51.33,97.2,211.0,1.5,21.8,41.3,123.6,8.71,5.52,815.0,51.5,1176.0,543.0
magmatic,28.32,84.2,173.0,0.8,16.4,35.0,88.0,0.85,2.44,311.0,41.2,465.0,425.0
magmatic,10.59,17.0,40.5,0.18,3.26,7.4,26.7,0.29,0.41,85.0,10.4,196.0,117.0
None,6.43,43.3,73.2,0.48,7.17,16.1,37.0,0.67,1.13,47.0,16.3,622.0,164.0
magmatic,20.99,49.4,120.0,0.45,9.54,21.9,74.7,0.84,1.47,201.0,28.6,407.0,310.0
magmatic,30.43,85.9,169.0,1.07,20.4,34.7,83.8,3.17,3.87,322.0,38.3,387.0,378.0
None,4.12,78.6,79.0,0.82,26.0,23.0,17.2,1.91,4.52,164.0,12.9,389.0,98.0
None,23.33,64.3,139.0,0.62,12.6,27.2,79.1,0.75,1.97,237.0,33.0,378.0,338.0
magmatic,13.88,25.3,57.9,0.29,4.96,11.1,38.9,0.41,0.78,124.0,14.6,224.0,157.0
None,16.84,86.4,159.0,0.49,18.6,34.2,67.8,1.2,2.91,283.0,34.3,545.0,318.0
magmatic,65.44,166.0,314.0,1.94,39.4,65.4,150.9,4.67,7.49,1091.0,70.5,1280.0,695.0
magmatic,50.13,101.0,222.0,1.02,20.7,42.9,131.9,5.78,5.46,468.0,53.5,974.0,564.0
magmatic,32.98,123.0,255.0,1.01,24.5,52.0,129.5,1.43,3.49,444.0,58.5,622.0,578.0
magmatic,29.65,78.2,160.0,0.84,16.7,33.1,84.8,4.71,2.76,270.0,37.4,477.0,375.0
magmatic,16.65,44.0,97.2,0.49,9.09,18.8,55.6,1.31,1.6,159.0,23.3,332.0,252.0
magmatic,64.66,27.2,59.1,0.67,7.6,11.4,38.1,21.85,4.19,123.0,14.7,261.0,158.0
magmatic,24.92,49.8,104.0,0.48,10.5,20.9,59.7,0.81,1.83,264.0,24.4,349.0,258.0
magmatic,27.98,156.0,287.0,2.42,37.2,61.2,137.0,3.28,6.56,349.0,63.2,291.0,620.0
magmatic,21.76,151.0,294.0,2.43,34.6,60.8,147.5,4.14,6.97,308.0,67.1,517.0,656.0
magmatic,249.63,287.0,535.0,5.72,82.4,112.0,249.8,23.0,20.9,12275.0,120.0,4002.0,1172.0
magmatic,221.8,147.0,472.0,12.17,84.3,67.2,664.0,158.67,87.81,1288.0,163.0,5272.0,2249.0
magmatic,29.99,66.1,136.0,0.72,14.0,27.8,68.4,4.02,2.38,337.0,31.0,460.0,306.0
magmatic,48.82,263.0,528.0,2.18,47.0,110.0,221.0,11.13,7.94,981.0,115.0,2443.0,1076.0
magmatic,36.49,57.7,116.0,0.78,12.7,23.5,64.2,8.4,3.14,290.0,27.3,443.0,281.0
magmatic,11.08,86.9,160.0,0.51,20.18,33.7,81.4,1.46,3.07,223.0,36.0,544.0,362.0
magmatic,24.76,64.7,132.0,0.65,12.4,27.0,69.4,0.68,2.0,336.0,30.6,524.0,307.0
magmatic,26.19,142.0,283.0,1.4,28.7,58.0,141.0,2.47,4.34,336.0,65.9,601.0,651.0
magmatic,90.46,81.5,168.0,1.35,18.7,33.8,85.7,34.91,6.16,440.0,38.8,656.0,386.0
None,67.36,257.0,483.0,3.11,53.7,103.0,208.0,3.51,7.54,774.0,104.0,755.0,995.0
magmatic,17.78,34.3,78.0,0.38,6.51,14.7,50.6,0.39,0.96,182.0,19.3,399.0,208.0
magmatic,23.62,43.3,93.5,0.46,9.01,18.2,55.9,2.01,1.76,235.0,22.7,327.0,238.0
magmatic,54.93,50.3,109.0,0.8,10.9,21.2,60.0,16.03,3.73,222.0,25.8,436.0,262.0
magmatic,30.92,71.0,151.0,0.66,13.9,30.3,86.2,1.2,2.12,369.0,36.4,596.0,375.0
magmatic,19.23,42.0,87.8,0.46,8.93,17.8,48.2,0.72,1.5,164.0,20.8,295.0,211.0
magmatic,20.43,71.5,146.0,0.78,14.3,29.7,75.5,0.91,1.95,209.0,33.6,378.0,338.0
magmatic,22.09,53.3,114.0,0.59,10.9,22.6,64.7,0.77,1.77,264.0,27.2,391.0,285.0
magmatic,35.3,118.7,261.0,0.62,20.0,52.5,138.0,1.28,2.68,448.0,62.0,907.0,626.0
magmatic,63.89,240.0,433.0,4.87,60.6,94.8,187.0,6.42,11.77,920.0,96.1,765.0,921.0
magmatic,19.69,33.2,73.5,0.33,6.28,14.3,45.9,0.6,1.01,186.0,18.2,332.0,191.0
magmatic,19.56,44.7,97.6,0.48,8.73,18.9,58.4,0.78,1.28,207.0,23.7,364.0,246.0
magmatic,33.65,155.1,304.0,1.93,32.2,63.6,150.0,2.2,4.58,377.0,68.0,344.0,670.0
magmatic,21.63,42.5,92.3,0.46,8.68,18.1,56.1,0.76,1.5,220.0,22.6,343.0,237.0
magmatic,26.19,143.0,254.0,2.81,37.3,54.8,121.0,3.72,7.65,351.0,56.0,279.0,543.0
magmatic,17.1,107.2,186.0,1.24,24.6,37.8,73.2,1.24,3.56,274.0,37.1,513.0,404.0
magmatic,25.46,57.3,124.0,0.61,11.1,24.8,67.5,2.74,1.96,308.0,29.4,560.0,299.0
magmatic,27.07,81.2,175.0,0.7,15.4,35.0,96.1,0.75,2.18,335.0,41.2,639.0,421.0
magmatic,32.92,68.4,137.0,0.86,15.5,27.5,73.4,3.67,3.19,364.0,32.0,416.0,319.0
magmatic,69.9,47.9,95.1,0.83,13.7,18.1,44.6,25.23,6.16,216.0,20.6,341.0,235.0
magmatic,27.18,93.4,204.0,0.78,17.1,40.2,109.0,0.81,2.3,367.0,48.1,714.0,483.0
magmatic,33.22,135.0,286.0,1.15,24.6,58.1,141.8,1.11,3.16,497.0,65.5,875.0,657.0
magmatic,27.46,62.7,135.0,0.63,12.3,26.6,72.7,0.76,2.04,411.0,31.4,600.0,320.0
magmatic,25.58,54.3,117.0,0.56,11.1,23.2,67.4,0.74,1.65,291.0,28.2,480.0,291.0
magmatic,31.44,74.2,152.0,0.67,15.5,30.8,81.4,1.08,2.54,378.0,35.3,497.0,357.0
magmatic,20.0,57.0,119.0,0.64,11.2,22.3,59.9,0.57,1.57,212.0,26.2,354.0,307.0
magmatic,34.63,68.3,134.0,0.79,15.7,27.9,69.0,5.94,3.54,299.0,31.1,385.0,313.0
magmatic,25.83,85.5,184.0,0.7,15.2,36.8,97.2,0.7,1.96,312.0,42.9,629.0,428.0
magmatic,25.99,59.8,121.0,0.63,13.5,24.8,62.7,0.83,2.11,260.0,28.2,345.0,279.0
magmatic,26.06,59.8,131.0,0.56,11.7,25.6,77.5,1.66,1.97,291.0,32.6,561.0,346.0
magmatic,29.18,87.9,178.0,0.92,16.6,36.6,90.8,0.9,2.41,488.0,41.0,749.0,405.0
magmatic,16.35,72.2,144.0,0.4,13.7,29.9,68.4,0.63,1.87,221.0,32.2,491.0,317.0
magmatic,33.12,105.0,204.0,1.15,24.9,42.7,98.2,2.45,4.49,421.0,46.0,496.0,446.0
magmatic,40.29,114.0,240.0,1.01,21.7,47.8,127.5,1.72,3.43,451.0,55.8,732.0,565.0
magmatic,26.84,51.4,108.0,0.5,11.8,21.7,57.4,1.84,2.04,243.0,25.2,414.0,255.0
magmatic,24.03,88.4,180.0,0.86,17.7,36.8,90.9,0.86,2.36,366.0,41.6,594.0,412.0
magmatic,41.4,143.0,274.0,1.39,31.9,57.6,126.0,9.74,6.31,382.0,60.2,434.0,582.0
magmatic,22.67,64.1,133.0,0.75,14.7,26.3,74.8,1.29,2.49,257.0,30.6,394.0,320.0
magmatic,23.59,104.0,202.0,2.09,26.1,41.4,107.0,3.66,5.41,349.0,46.7,298.0,470.0
magmatic,15.49,28.8,66.5,0.33,5.98,12.8,42.7,0.45,0.85,155.0,16.5,302.0,178.0
magmatic,31.07,61.0,124.0,0.72,13.1,25.2,69.4,1.34,2.2,434.0,29.2,509.0,301.0
magmatic,50.31,72.9,148.0,0.91,17.1,30.3,76.9,10.29,4.3,325.0,34.2,441.0,340.0
magmatic,33.37,120.8,239.0,1.11,24.2,49.8,116.0,1.29,3.43,482.0,53.8,633.0,527.0
magmatic,32.45,151.0,238.0,1.8,41.7,53.4,104.0,3.22,7.1,506.0,50.7,605.0,484.0
magmatic,38.89,185.0,382.0,1.49,32.1,78.5,178.0,4.43,4.33,757.0,87.3,1569.0,835.0
magmatic,40.58,156.0,315.0,1.14,29.3,65.0,148.0,1.24,3.62,593.0,70.4,872.0,687.0
magmatic,18.49,42.2,93.7,0.46,8.55,18.4,56.1,0.44,1.37,186.0,22.7,273.0,237.0
magmatic,23.38,56.8,134.0,0.46,10.41,25.4,83.2,0.64,1.55,263.0,32.9,627.0,356.0
magmatic,43.12,107.0,219.0,0.98,21.5,44.6,110.0,5.19,3.83,526.0,50.2,776.0,502.0
magmatic,23.71,111.0,226.0,1.4,24.0,46.5,119.7,1.62,3.88,302.0,52.1,408.0,528.0
magmatic,36.26,115.0,240.0,1.29,23.2,48.3,123.2,6.67,4.46,384.0,55.7,777.0,561.0
magmatic,19.57,33.6,75.7,0.38,6.93,14.5,46.2,0.4,0.97,193.0,18.4,313.0,194.0
magmatic,26.92,57.9,126.0,0.65,12.0,25.0,72.9,0.98,1.96,341.0,30.2,474.0,313.0
magmatic,28.85,54.6,117.0,0.47,11.4,23.2,60.3,0.66,1.85,236.0,26.9,400.0,268.0
magmatic,26.63,76.2,168.0,0.69,14.7,33.1,94.7,0.8,2.13,264.0,39.8,400.0,410.0
magmatic,31.28,58.8,127.0,0.65,11.5,25.1,68.3,6.43,2.49,259.0,30.1,546.0,304.0
magmatic,47.76,105.0,210.0,1.26,21.7,42.9,111.0,2.24,3.82,622.0,48.4,709.0,487.0
magmatic,27.66,129.1,272.0,1.09,22.9,54.6,132.0,1.03,3.1,344.0,62.1,655.0,627.0
magmatic,28.64,101.0,211.0,0.79,18.5,42.6,112.0,0.87,3.0,379.0,49.2,805.0,491.0
magmatic,30.26,129.0,259.0,1.02,25.0,53.9,121.1,1.06,3.25,435.0,58.1,623.0,552.0
magmatic,39.24,55.0,113.0,0.76,13.3,22.9,63.3,9.44,3.68,321.0,26.5,432.0,273.0
magmatic,26.97,84.2,180.0,0.88,16.5,35.7,99.1,1.41,2.67,352.0,42.2,564.0,437.0
magmatic,40.35,100.0,205.0,0.95,21.4,41.5,104.7,1.68,3.3,547.0,46.5,747.0,468.0
magmatic,58.0,121.0,253.0,0.88,24.3,51.5,128.0,1.28,3.16,667.0,59.9,829.0,599.0
magmatic,23.11,89.3,192.0,0.79,17.4,38.6,96.7,2.39,2.72,395.0,45.0,838.0,458.0
magmatic,47.67,271.0,462.0,4.77,69.9,102.0,197.0,5.97,12.9,733.0,98.3,545.0,924.0
magmatic,45.89,173.9,353.0,1.85,34.0,72.6,174.7,1.75,4.79,541.0,80.0,613.0,785.0
magmatic,19.01,65.4,138.0,0.51,11.8,27.9,71.3,0.38,1.42,302.0,32.0,608.0,322.0
magmatic,30.51,57.9,128.0,0.57,12.1,25.1,76.6,1.12,1.77,305.0,30.8,472.0,323.0
magmatic,37.31,143.9,284.0,1.24,28.0,59.6,130.0,1.32,3.83,521.0,62.4,688.0,599.0
magmatic,34.17,140.0,279.0,2.04,29.8,57.6,138.0,2.23,4.34,354.0,63.1,347.0,616.0
magmatic,28.84,104.0,225.0,0.78,18.4,44.9,114.2,0.85,2.21,389.0,52.2,734.0,515.0
magmatic,24.88,91.7,202.0,0.77,16.62,39.7,107.0,1.02,2.26,253.0,47.0,445.0,474.0
magmatic,21.85,44.9,96.8,0.55,9.25,18.8,59.4,1.13,1.61,231.0,23.4,328.0,249.0
magmatic,32.05,109.0,217.0,0.99,22.0,45.0,105.0,0.93,3.23,520.0,49.1,679.0,485.0
magmatic,23.8,40.3,88.0,0.51,8.42,17.1,52.9,0.71,1.51,291.0,21.1,570.0,223.0
magmatic,31.17,64.2,142.0,0.57,12.9,28.0,80.4,0.95,1.87,377.0,33.9,492.0,356.0
magmatic,30.15,56.8,120.0,0.65,12.3,23.7,70.6,1.43,2.33,389.0,28.9,490.0,302.0
magmatic,18.96,115.0,246.0,1.67,26.6,49.6,135.0,2.91,4.76,388.0,57.7,525.0,585.0
magmatic,19.32,32.0,73.0,0.35,6.33,14.2,45.2,0.47,0.97,175.0,17.9,327.0,189.0
magmatic,19.87,48.1,101.0,0.51,10.2,20.0,57.4,0.75,1.61,221.0,23.6,398.0,246.0
magmatic,52.11,166.0,338.0,1.47,33.0,69.1,168.0,4.5,6.24,666.0,77.1,1179.0,763.0
magmatic,25.92,50.9,111.0,0.51,10.24,21.6,64.0,0.61,1.7,279.0,26.5,404.0,275.0
magmatic,38.74,71.2,148.0,0.8,14.4,29.6,82.7,4.4,3.07,350.0,35.3,430.0,356.0
magmatic,32.57,85.1,192.0,1.28,18.5,37.2,112.0,7.25,3.83,286.0,46.1,440.0,477.0
magmatic,56.27,132.0,269.0,1.63,29.4,54.7,146.2,3.34,5.39,1003.0,63.2,1156.0,640.0
magmatic,26.57,65.3,134.0,0.62,14.4,26.7,69.3,1.5,2.32,240.0,30.7,365.0,313.0
magmatic,25.66,50.1,106.0,0.6,10.5,20.9,62.7,1.11,1.73,328.0,25.4,411.0,266.0
magmatic,14.8,27.9,62.3,0.34,5.82,12.5,39.9,0.35,0.94,139.0,15.3,237.0,164.0
magmatic,45.23,107.0,231.0,0.84,20.04,46.2,129.0,1.97,3.29,492.0,55.7,976.0,570.0
magmatic,28.77,74.3,155.0,0.61,14.4,31.0,84.5,0.76,1.91,353.0,36.5,539.0,373.0
magmatic,19.68,32.8,79.0,0.3,6.43,14.6,53.1,0.27,0.95,188.0,19.6,465.0,220.0
magmatic,28.19,103.0,210.0,0.86,19.8,42.8,102.0,1.07,2.89,351.0,47.1,500.0,459.0
magmatic,20.3,48.8,101.0,0.54,10.1,20.2,53.8,0.72,1.77,170.0,23.5,331.0,239.0
magmatic,25.34,44.6,96.2,0.42,9.08,18.8,51.2,0.81,1.45,247.0,22.1,415.0,228.0
magmatic,26.83,148.0,290.0,2.83,35.7,59.6,145.3,3.91,7.58,307.0,65.2,279.0,638.0
magmatic,23.58,41.8,91.2,0.5,8.85,18.0,56.3,1.61,1.68,261.0,22.2,364.0,234.0
magmatic,38.59,112.0,241.0,0.91,22.3,47.9,125.0,1.23,3.07,428.0,55.5,570.0,562.0
magmatic,30.4,69.0,145.0,0.9,15.1,26.6,77.7,1.91,2.73,449.0,32.3,564.0,388.0
magmatic,21.05,53.5,120.0,0.51,9.68,23.1,70.7,0.51,1.61,231.0,28.9,422.0,303.0
magmatic,19.12,41.1,91.5,0.42,8.27,17.6,56.4,0.36,1.21,185.0,22.2,323.0,235.0
magmatic,32.49,72.5,154.0,0.81,15.4,30.5,86.2,0.95,2.33,403.0,36.0,470.0,372.0
magmatic,36.79,86.1,184.0,0.66,16.6,36.3,101.0,0.9,2.34,386.0,42.8,720.0,437.0
magmatic,30.03,69.0,157.0,0.56,13.2,30.2,95.4,1.15,2.0,330.0,38.4,820.0,407.0
magmatic,42.29,111.6,235.0,0.86,21.6,46.6,122.0,1.62,3.44,469.0,54.5,752.0,553.0
magmatic,60.31,428.0,702.0,5.87,101.0,159.1,251.0,6.27,16.82,1039.0,148.0,1082.0,1365.0
magmatic,26.01,59.9,125.0,0.71,12.7,24.8,68.7,1.01,2.12,375.0,28.6,440.0,299.0
magmatic,17.11,130.0,285.0,0.64,19.5,55.7,136.0,0.52,2.21,447.0,68.2,1439.0,677.0
magmatic,30.23,69.1,154.0,0.4,12.7,30.5,87.7,0.78,1.75,379.0,36.5,785.0,375.0
magmatic,43.03,126.0,257.0,1.44,25.4,52.4,129.6,4.74,4.49,433.0,58.6,513.0,580.0
magmatic,23.9,58.9,125.0,0.68,11.91,25.1,66.1,0.62,1.7,351.0,30.4,506.0,315.0
magmatic,33.26,45.56,96.38,0.43,9.99,19.45,52.62,1.53,1.9,320.42,23.19,638.54,233.69
magmatic,88.61,191.15,312.16,6.52,58.98,69.29,144.62,11.46,15.77,1923.01,68.37,1383.65,673.4
magmatic,20.31,27.86,62.13,0.45,5.42,12.19,35.61,0.72,1.15,153.99,15.09,324.14,157.09
magmatic,40.37,88.74,166.84,1.73,22.74,35.19,82.52,2.1,5.27,539.23,37.92,652.49,376.84
magmatic,48.66,75.51,144.53,2.07,20.56,29.87,79.31,2.45,4.02,933.06,33.37,1024.87,349.72
magmatic,32.36,29.79,74.26,0.45,6.49,13.57,61.27,0.96,1.34,474.68,20.47,1242.17,231.23
magmatic,28.46,49.77,92.16,1.45,15.56,18.92,54.16,3.27,3.47,441.48,21.07,517.77,227.03
magmatic,209.55,409.01,651.71,14.09,134.34,145.6,279.99,24.97,33.01,5281.48,139.69,2916.55,1321.52
magmatic,211.48,196.24,313.53,6.83,63.79,70.71,136.87,7.15,14.31,8229.34,67.44,4119.79,652.72
magmatic,98.4,235.89,399.63,7.8,74.48,87.67,189.56,11.98,17.97,2702.2,87.24,2240.43,846.68
magmatic,20.21,31.52,73.15,0.22,5.8,13.4,43.49,0.26,0.98,159.75,17.4,371.58,190.03
magmatic,15.82,16.61,44.12,0.16,3.42,7.62,35.92,0.17,0.47,145.01,11.92,359.19,138.66
magmatic,44.88,93.44,165.26,2.6,27.83,35.35,83.54,3.91,6.93,812.85,37.22,722.17,377.0
magmatic,40.21,78.9,136.76,2.44,22.91,28.83,82.75,4.16,5.3,911.09,31.18,2133.09,324.35
magmatic,71.11,154.05,272.26,5.0,45.54,57.68,133.17,8.98,10.73,1469.04,60.59,1258.64,604.37
magmatic,51.13,60.04,114.43,1.12,15.13,23.4,58.29,1.46,2.59,857.09,26.14,910.06,266.83
magmatic,16.54,21.7,52.5,0.14,4.07,9.78,32.87,0.32,0.59,120.8,12.75,305.27,138.69
magmatic,30.67,61.7,115.44,1.6,16.93,24.06,62.44,2.72,4.1,430.18,26.35,482.75,275.21
magmatic,24.66,57.79,112.48,0.86,14.42,22.65,61.18,1.35,2.64,335.9,26.34,459.23,270.88
magmatic,130.99,384.27,577.04,13.44,133.79,132.5,245.06,20.77,33.63,3238.37,121.48,1625.31,1160.47
magmatic,17.17,23.81,56.09,0.39,5.15,10.52,34.48,0.51,0.91,149.36,13.47,291.77,146.14
magmatic,162.65,164.44,269.5,5.44,50.69,59.68,120.97,10.75,11.95,5251.39,58.76,3078.55,562.66
magmatic,25.62,57.5,105.81,1.44,16.41,22.51,55.35,2.08,3.37,376.75,24.27,436.43,245.68
magmatic,16.46,19.39,48.53,0.11,3.94,8.67,31.26,0.17,0.65,120.06,12.04,362.14,131.27
magmatic,244.21,424.6,650.3,15.61,143.39,148.73,267.51,26.6,38.38,6339.41,138.85,3324.25,1300.74
magmatic,15.52,17.42,45.14,0.11,3.31,7.96,32.4,0.1,0.41,124.08,11.56,326.04,129.87
magmatic,44.38,96.26,175.61,2.9,28.17,36.65,87.21,4.53,6.6,715.34,39.66,764.43,390.57
magmatic,22.42,38.8,85.51,0.42,8.45,16.64,48.31,0.65,1.39,200.95,20.89,526.29,212.51
magmatic,89.94,223.79,375.07,7.81,70.83,83.39,172.51,12.32,16.67,2173.58,81.21,1566.67,789.76
magmatic,102.32,220.12,364.7,6.2,68.25,79.74,168.66,10.46,15.56,2617.19,79.72,1654.85,769.74
magmatic,40.72,102.08,184.93,3.26,29.48,38.91,89.44,4.27,6.69,776.26,41.4,759.98,404.56
magmatic,33.14,68.39,128.7,1.85,18.41,26.84,69.32,2.54,4.34,487.13,30.13,568.09,306.54
magmatic,28.73,71.88,140.58,0.6,15.7,28.6,67.93,1.08,2.79,340.53,30.91,573.36,314.3
magmatic,17.17,67.58,115.65,0.79,18.98,25.67,49.16,1.58,3.34,171.62,24.35,216.64,230.14
magmatic,25.44,63.09,118.67,0.59,15.62,24.82,54.83,1.13,2.85,266.67,26.02,386.47,254.2
magmatic,43.87,78.17,159.09,0.61,17.6,32.41,76.95,1.27,2.94,444.16,35.46,766.98,355.22
magmatic,23.17,45.56,95.62,0.37,9.61,18.53,49.1,0.81,1.42,204.11,21.58,399.02,218.86
magmatic,23.34,73.54,136.92,0.92,18.82,29.46,60.16,1.34,3.73,276.34,29.02,335.39,282.15
magmatic,23.15,65.24,126.35,0.65,14.44,26.38,61.8,0.95,2.45,199.61,27.63,325.54,279.88
magmatic,61.7,100.52,201.81,0.83,22.37,41.43,98.14,1.7,3.56,761.87,45.37,1167.88,455.34
magmatic,40.77,86.64,167.4,0.87,19.55,34.7,80.17,1.92,3.27,494.85,36.83,727.58,364.68
magmatic,51.86,81.04,162.35,0.55,18.02,32.6,78.66,1.37,3.12,584.31,36.4,932.85,362.89
magmatic,56.98,71.66,149.57,0.74,16.11,29.69,82.96,10.04,3.57,375.71,35.46,662.25,373.87
magmatic,19.19,95.14,153.02,1.53,29.1,34.66,58.29,2.93,6.3,214.11,30.99,225.08,283.01
magmatic,21.5,105.25,170.68,1.79,32.2,38.57,66.22,3.95,5.9,339.75,34.62,295.53,316.35
magmatic,61.76,84.3,172.91,0.62,18.7,35.01,87.81,7.31,4.76,608.45,39.19,1165.56,397.38
magmatic,15.62,52.61,93.26,0.52,13.05,20.3,42.07,1.02,2.44,133.2,20.08,202.31,194.78
magmatic,19.23,49.91,96.19,0.4,11.94,20.17,46.04,0.98,1.99,163.28,21.14,264.89,204.49
magmatic,49.24,84.91,165.4,0.77,18.94,34.86,78.32,3.28,3.71,539.78,36.92,806.12,363.2
magmatic,88.35,159.12,290.0,1.91,40.21,61.27,133.83,15.38,9.36,1042.34,64.34,1352.13,624.14
magmatic,37.15,72.37,145.83,0.63,15.58,29.99,75.8,1.24,2.64,399.45,33.85,683.07,342.81
magmatic,41.36,105.19,184.45,2.0,28.62,39.31,84.9,3.22,6.46,406.43,40.35,557.66,397.3
magmatic,52.81,70.06,141.62,0.65,15.67,28.59,77.58,1.84,2.77,798.85,33.15,1178.12,340.52
magmatic,23.54,59.61,113.82,0.6,12.33,22.77,54.68,0.77,2.19,216.72,25.46,373.52,249.93
magmatic,55.44,144.41,270.45,1.38,36.79,56.87,137.38,3.38,6.71,949.02,60.63,1345.24,609.9
magmatic,41.44,66.97,136.09,0.53,14.42,27.16,68.75,1.16,2.04,451.35,31.43,799.1,314.8
magmatic,68.19,56.44,124.62,0.68,13.33,23.86,71.2,14.18,3.76,503.13,29.11,1084.98,312.5
magmatic,58.21,95.48,201.66,0.72,21.18,39.98,103.16,8.15,4.63,496.54,46.31,899.76,462.74
magmatic,47.45,58.22,110.12,0.63,13.76,22.94,55.19,9.51,2.88,211.18,25.13,371.44,246.75
magmatic,49.68,68.64,138.99,0.63,14.93,27.92,71.42,2.28,2.53,583.13,32.24,942.61,323.65
magmatic,19.12,54.19,103.36,0.6,13.43,21.67,49.06,0.98,2.25,159.36,22.43,263.4,224.46
magmatic,14.73,55.65,99.28,0.65,14.31,21.3,44.07,1.34,2.62,119.41,21.42,183.13,207.81
