class,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
detrital,47.8,322.0,503.0,4.16,76.7,117.0,160.0,5.27,14.2,321.0,113.0,237.0,1020.0
detrital,9.0,195.0,341.0,1.06,42.1,75.9,126.0,3.78,6.18,264.0,76.2,257.0,707.0
detrital,0.8,202.0,345.0,0.16,36.5,79.0,113.0,1.33,2.56,55.8,71.8,260.0,621.0
detrital,0.99,262.0,421.0,0.39,45.0,97.1,132.0,0.84,5.12,70.5,91.5,260.0,824.0
detrital,20.5,212.0,355.0,2.1,51.0,80.4,136.0,6.21,9.89,321.0,76.3,274.0,690.0
detrital,20.2,243.0,324.0,0.74,68.6,81.1,83.5,10.3,16.0,369.0,72.1,310.0,687.0
detrital,16.9,186.0,230.0,0.35,50.7,59.1,59.1,17.2,12.7,225.0,47.0,311.0,398.0
detrital,17.3,89.7,153.0,1.43,23.0,34.0,65.6,2.65,4.4,227.0,35.3,328.0,352.0
detrital,6.88,75.4,149.0,0.69,14.8,31.4,60.3,1.02,3.86,162.0,35.5,336.0,351.0
detrital,0.68,248.0,313.0,0.42,57.9,81.9,88.9,2.0,6.45,87.6,59.1,338.0,487.0
detrital,12.6,221.0,344.0,1.32,51.9,80.3,104.0,4.11,9.83,317.0,75.6,343.0,686.0
detrital,43.0,166.0,300.0,0.9,37.5,65.0,113.0,3.49,6.22,338.0,62.6,343.0,566.0
detrital,3.52,130.0,200.0,0.4,29.7,43.5,61.1,3.57,5.0,166.0,50.1,349.0,539.0
detrital,33.3,161.0,245.0,2.45,46.1,57.5,98.5,6.69,11.2,575.0,55.2,374.0,542.0
detrital,20.5,105.0,165.0,0.4,25.6,37.7,58.9,3.23,6.03,405.0,37.3,388.0,348.0
detrital,42.5,124.0,260.0,3.17,26.1,52.2,128.0,3.24,5.28,605.0,62.9,391.0,651.0
detrital,23.4,244.0,411.0,0.51,48.7,93.4,135.0,4.24,7.75,280.0,82.7,395.0,712.0
detrital,2.82,111.0,87.1,0.47,44.8,27.8,17.4,4.48,8.86,121.0,15.0,417.0,116.0
detrital,79.1,186.0,381.0,1.56,39.0,77.4,199.0,14.9,7.52,525.0,90.4,417.0,904.0
detrital,55.9,191.0,386.0,1.64,41.3,84.2,190.0,3.45,6.06,977.0,93.3,420.0,921.0
detrital,1.05,212.0,283.0,0.25,40.8,72.7,77.2,1.38,4.59,71.5,57.9,422.0,495.0
detrital,19.8,80.3,151.0,0.66,16.7,31.0,65.2,2.16,3.07,352.0,34.5,433.0,331.0
detrital,1.15,290.0,496.0,0.28,46.3,111.0,161.0,1.2,4.48,105.0,100.0,453.0,851.0
detrital,11.4,115.0,184.0,0.4,27.3,41.5,58.9,5.44,6.21,166.0,41.7,477.0,401.0
detrital,17.6,121.0,270.0,0.32,19.0,51.8,132.0,1.26,2.42,292.0,64.7,506.0,623.0
detrital,47.3,113.0,164.0,2.89,36.6,38.7,66.2,4.53,8.52,860.0,38.4,513.0,380.0
detrital,6.71,62.9,93.5,0.85,17.4,21.3,38.3,4.77,3.46,166.0,20.0,532.0,204.0
detrital,49.2,198.0,436.0,0.74,34.1,85.6,230.0,3.14,4.99,699.0,107.0,535.0,1100.0
detrital,32.6,191.0,342.0,0.33,41.8,74.3,119.0,13.2,8.56,771.0,71.1,581.0,632.0
detrital,25.8,383.0,595.0,3.67,101.0,139.0,190.0,12.1,20.2,661.0,127.0,586.0,1095.0
detrital,7.85,96.8,218.0,0.21,13.4,43.6,95.6,0.87,2.11,292.0,53.0,587.0,526.0
detrital,1.88,73.7,63.3,0.22,22.9,19.2,13.0,1.28,2.34,162.0,11.3,590.0,94.4
detrital,17.2,77.0,154.0,0.6,15.1,30.2,82.8,1.72,3.02,421.0,38.2,638.0,383.0
detrital,62.2,190.0,300.0,1.49,49.9,70.9,100.0,40.2,16.5,421.0,70.0,660.0,655.0
detrital,15.4,211.0,311.0,0.26,42.3,74.8,83.2,3.7,8.7,492.0,72.5,707.0,677.0
detrital,10.0,119.0,261.0,0.69,19.9,51.4,121.0,3.82,3.52,328.0,62.0,744.0,606.0
detrital,356.0,209.0,342.0,0.6,75.0,78.7,121.0,216.0,53.6,524.0,74.8,750.0,698.0
detrital,0.82,281.0,383.0,0.41,49.3,97.3,97.2,2.1,5.83,82.7,77.3,773.0,636.0
detrital,8.91,153.0,272.0,1.45,30.5,62.4,104.0,3.98,6.26,372.0,60.2,791.0,549.0
detrital,11.6,173.0,306.0,0.37,37.8,66.8,115.0,2.0,5.9,459.0,67.0,795.0,612.0
detrital,6.43,188.0,355.0,0.58,38.2,77.2,119.0,5.19,6.72,664.0,72.4,840.0,603.0
detrital,38.9,173.0,149.0,9.39,82.9,44.6,33.8,12.4,21.1,771.0,25.8,841.0,207.0
detrital,27.8,358.0,512.0,0.41,81.4,129.0,130.0,13.5,15.7,1033.0,105.0,858.0,897.0
detrital,9.48,99.2,180.0,0.48,18.6,38.8,81.7,0.86,2.85,433.0,42.8,1122.0,414.0
detrital,34.5,263.0,466.0,0.81,54.1,103.0,174.0,6.92,9.17,1420.0,102.0,1129.0,930.0
detrital,32.5,196.0,385.0,1.27,37.8,81.3,165.0,16.7,8.5,632.0,84.6,1138.0,781.0
detrital,36.9,152.0,285.0,0.73,26.9,60.7,111.0,6.1,7.11,1736.0,82.4,1358.0,953.0
detrital,14.9,99.2,222.0,0.54,12.4,42.3,116.0,1.33,3.02,94.0,68.4,1928.0,879.0
magmatic,15.68,124.11,209.25,3.24,29.02,46.87,151.58,2.68,6.67,49.68,55.15,106.76,680.55
magmatic,31.45,200.57,356.53,4.13,44.0,77.91,258.48,3.16,8.24,88.38,95.01,171.16,1177.97
magmatic,16.2,93.62,197.37,1.47,16.4,40.28,157.73,0.99,3.23,44.34,54.78,112.76,676.95
magmatic,27.6,160.03,302.7,2.3,28.79,66.67,215.41,1.78,4.05,70.01,79.27,154.49,996.35
magmatic,6.74,59.16,119.4,1.21,11.71,24.66,98.83,1.17,2.52,15.89,33.89,51.6,441.65
magmatic,27.34,150.58,320.08,2.07,25.8,64.87,252.72,1.6,4.22,62.47,87.47,179.88,1115.11
magmatic,16.43,89.5,188.67,1.5,16.84,38.45,160.02,1.11,2.64,29.77,52.97,89.04,675.78
magmatic,4.55,32.28,64.4,0.59,6.19,12.79,59.39,0.4,1.35,6.85,18.89,28.69,253.41
magmatic,17.0,112.05,222.15,2.03,21.75,46.32,174.22,1.16,3.66,43.58,62.04,107.98,769.27
magmatic,22.93,226.66,380.34,5.57,53.72,85.16,256.1,5.91,11.5,78.32,98.78,147.85,1173.53
magmatic,8.27,61.76,121.46,1.13,11.99,24.48,96.8,0.97,2.59,17.69,33.32,54.23,429.15
magmatic,21.61,126.42,263.22,1.71,21.66,53.57,205.77,1.27,3.62,41.37,71.45,116.65,900.92
magmatic,14.33,100.43,210.99,1.63,18.23,42.51,173.42,1.05,2.9,27.1,58.64,95.03,755.28
magmatic,8.11,59.01,116.05,1.17,11.89,23.76,100.54,1.02,2.06,15.44,32.37,52.37,428.18
magmatic,26.67,164.64,325.74,2.21,27.86,68.13,245.59,1.76,3.99,86.85,88.13,186.98,1124.47
magmatic,8.7,54.75,114.2,0.95,9.87,23.43,95.03,0.56,2.07,15.46,32.32,53.72,416.25
magmatic,15.81,110.1,213.28,2.26,24.15,44.42,173.29,2.18,5.21,42.88,59.89,125.14,774.87
magmatic,7.45,44.04,95.09,0.84,8.54,18.77,90.97,0.9,1.69,9.98,27.82,45.25,382.19
magmatic,10.1,63.19,137.0,1.1,11.76,26.45,121.28,1.08,2.36,17.0,38.82,62.24,512.12
magmatic,21.8,135.21,270.47,2.0,24.14,55.76,212.4,1.43,3.95,48.83,74.8,145.38,939.66
magmatic,18.67,109.68,231.64,1.64,19.56,46.9,187.53,1.13,3.47,37.22,63.81,119.85,813.94
magmatic,17.35,105.01,214.09,1.6,18.7,43.32,172.09,1.32,2.98,36.45,58.95,113.01,737.81
magmatic,19.33,119.5,238.23,1.78,22.02,49.24,187.57,1.24,3.08,43.58,65.13,110.46,818.8
magmatic,22.14,127.9,237.77,2.1,26.65,50.57,173.71,1.41,4.07,50.93,63.62,116.06,804.84
magmatic,27.85,95.24,172.2,5.98,26.9,36.25,127.4,15.4,10.3,41.39,45.54,119.27,564.46
magmatic,8.88,71.35,125.02,1.75,18.34,27.04,90.51,1.84,4.03,21.12,32.94,54.45,399.24
magmatic,6.89,27.41,57.66,0.58,5.38,11.48,52.97,0.65,0.9,12.52,16.86,47.85,221.33
magmatic,11.52,59.56,123.41,0.94,11.0,25.3,101.46,1.99,1.78,18.05,34.42,55.31,429.82
magmatic,62.02,299.61,596.43,4.27,55.28,125.28,389.85,9.58,11.46,228.19,158.45,505.79,1864.0
magmatic,12.78,76.63,154.92,1.31,15.0,32.24,122.95,1.09,2.92,27.81,41.99,75.72,528.57
magmatic,19.73,117.32,231.82,2.0,22.05,48.71,175.13,1.59,3.59,46.28,62.34,111.87,766.65
magmatic,22.37,126.36,302.38,1.87,20.06,58.19,248.37,1.49,3.41,46.98,86.87,165.58,1112.47
magmatic,6.12,30.52,61.78,0.59,6.06,12.32,53.62,0.45,1.13,10.08,17.48,36.51,228.53
magmatic,18.09,107.85,224.04,1.66,18.4,45.25,173.61,1.45,3.22,37.7,61.89,115.68,780.14
magmatic,9.86,41.51,87.85,0.59,7.66,17.59,78.74,0.54,1.46,25.41,25.74,86.16,337.18
magmatic,14.9,89.16,188.58,1.45,15.55,38.34,152.98,1.05,2.77,27.16,53.58,88.56,675.05
magmatic,12.83,79.12,169.16,1.3,13.38,34.03,142.1,1.12,2.48,22.15,47.66,83.29,615.75
magmatic,11.59,74.7,151.15,1.06,14.14,31.23,121.83,0.63,2.24,21.14,42.11,70.47,539.98
magmatic,16.66,101.22,195.7,1.73,20.1,41.58,150.87,1.08,3.49,36.91,52.69,93.11,672.09
magmatic,8.67,63.34,132.59,1.14,11.89,26.28,118.31,0.78,2.27,17.61,39.01,68.92,512.59
magmatic,13.47,84.92,175.12,1.3,14.37,35.73,143.33,0.79,2.54,25.39,48.68,85.17,613.76
magmatic,9.67,72.49,152.28,1.17,12.51,30.84,129.49,0.82,2.33,19.27,43.97,68.75,562.5
magmatic,16.09,105.54,223.1,1.4,16.71,45.63,169.07,0.94,2.84,30.55,61.0,100.53,755.78
magmatic,19.89,131.77,257.01,2.24,24.61,54.08,184.93,1.69,4.19,44.43,68.92,118.05,839.44
magmatic,9.57,59.29,122.69,1.23,12.49,24.75,106.71,3.44,3.43,14.11,34.36,60.6,431.26
magmatic,12.83,97.45,203.4,1.79,18.76,41.08,163.27,1.65,4.01,29.66,56.92,89.53,707.98
magmatic,11.11,62.78,148.94,1.0,11.06,28.05,135.04,0.97,2.08,16.46,42.7,74.54,558.18
magmatic,15.49,82.61,167.3,1.3,15.03,35.27,129.08,1.04,2.36,43.62,46.26,101.7,575.36
magmatic,11.47,62.25,139.06,0.98,10.63,27.28,115.55,0.65,1.87,23.78,39.69,83.32,519.19
magmatic,21.39,108.22,207.24,1.65,20.33,43.79,150.19,4.79,3.85,59.61,56.7,177.52,714.43
magmatic,41.68,241.62,418.34,4.97,53.89,91.67,296.05,4.52,10.78,125.16,109.97,238.34,1379.34
magmatic,75.26,199.09,416.16,1.97,33.03,83.86,338.47,1.61,5.7,159.47,119.76,356.5,1531.93
magmatic,77.99,542.85,781.5,16.4,166.27,187.48,470.31,12.69,39.58,441.16,191.31,399.83,2094.61
magmatic,19.83,109.17,213.53,1.82,22.6,44.36,171.52,1.18,3.6,43.51,58.82,109.2,749.86
magmatic,95.41,543.05,800.45,12.23,147.04,188.91,456.13,6.81,26.55,447.83,195.19,451.99,2242.0
magmatic,71.1,404.28,621.15,8.5,105.27,145.57,372.17,4.53,18.65,317.77,152.16,352.98,1743.96
magmatic,94.5,493.28,773.55,9.61,120.52,178.94,435.49,5.29,18.87,397.24,186.33,456.73,2181.0
magmatic,8.53,58.33,133.91,1.17,11.33,25.93,121.86,0.98,2.34,14.76,38.91,61.54,516.43
magmatic,27.05,140.24,275.04,2.04,27.52,58.55,219.65,1.4,4.93,60.25,75.14,160.87,961.61
magmatic,47.69,263.64,472.48,4.87,59.73,102.94,338.13,4.59,11.16,151.65,124.83,266.41,1528.39
magmatic,18.02,118.37,234.41,2.27,23.54,47.83,198.49,1.69,5.25,50.29,67.1,134.74,877.2
magmatic,46.98,275.99,469.59,5.4,62.55,103.78,318.67,5.98,11.37,144.5,119.82,263.2,1478.38
magmatic,66.08,215.82,439.16,2.46,38.22,89.96,335.05,2.01,6.16,150.31,121.31,329.02,1523.45
magmatic,43.95,219.07,402.56,3.39,42.28,85.53,288.94,2.43,5.85,133.33,107.58,261.26,1344.92
magmatic,11.02,70.61,147.75,1.18,12.3,29.3,129.93,0.7,2.27,19.25,42.58,77.12,558.52
magmatic,45.18,289.19,444.3,8.31,81.04,101.12,299.02,9.03,19.88,177.78,114.37,249.43,1388.55
magmatic,22.68,127.73,256.43,2.03,24.24,52.73,203.99,1.6,4.21,52.11,71.37,141.31,922.69
magmatic,48.78,221.85,428.29,2.84,41.19,90.52,311.24,2.22,6.01,124.15,116.55,252.28,1450.74
magmatic,30.92,149.7,299.02,2.24,27.06,62.13,230.25,1.69,4.17,68.53,80.74,182.46,1038.91
magmatic,15.9,94.43,189.75,1.38,17.74,39.27,154.14,0.74,2.52,34.72,51.55,98.08,675.48
magmatic,31.11,178.91,335.63,2.81,35.22,71.14,250.57,2.17,5.71,86.64,89.44,180.79,1112.77
magmatic,17.14,120.13,233.29,2.35,26.64,47.92,195.53,1.93,5.23,50.89,65.73,122.68,862.03
magmatic,83.27,420.87,670.9,7.11,94.89,153.56,409.03,4.79,14.12,319.98,169.32,407.61,1994.17
magmatic,14.06,51.6,104.85,1.03,10.48,21.29,89.64,1.02,2.29,48.36,29.83,118.11,387.8
magmatic,10.25,63.19,131.9,0.95,11.26,26.76,114.71,0.6,1.71,19.26,36.68,60.39,477.59
None,121.75,129.0,225.0,2.43,41.2,49.0,97.6,65.14,17.48,158.0,48.1,198.0,450.0
None,8.21,120.0,186.0,0.53,33.2,43.7,57.3,3.64,6.42,159.0,36.2,275.0,307.0
None,10.46,42.5,70.9,0.71,10.9,16.4,28.0,0.9,2.16,90.0,14.6,159.0,132.0
None,13.2,53.3,102.0,0.67,12.6,20.0,44.3,1.36,2.04,89.0,20.8,121.0,235.0
None,17.59,196.0,239.0,4.62,65.7,61.7,81.1,6.49,13.53,131.0,45.8,173.0,404.0
None,23.98,57.4,115.0,0.82,13.8,23.3,63.6,4.73,3.58,196.0,26.9,507.0,272.0
None,20.57,56.5,114.6,0.82,13.1,23.3,59.3,1.65,2.5,201.0,26.2,389.0,265.0
None,6.76,69.8,126.0,1.25,17.6,27.0,61.2,1.17,2.76,63.0,27.6,274.0,272.0
None,12.26,86.1,152.0,0.61,16.3,33.7,61.6,0.7,2.18,127.0,32.4,457.0,299.0
None,5.38,63.6,110.0,1.52,16.8,24.1,56.0,2.0,3.32,50.0,24.9,157.0,249.0
None,8.65,109.0,181.0,0.59,27.4,41.6,61.1,2.68,4.74,43.0,36.2,69.0,323.0
None,35.1,53.7,97.5,1.56,17.1,20.2,53.0,4.19,5.49,240.0,23.1,405.0,240.0
None,11.86,95.5,165.0,1.25,22.0,36.9,62.8,2.02,4.14,30.0,35.2,34.0,322.0
None,15.87,43.8,88.6,0.72,10.1,17.9,49.6,1.13,1.91,134.0,20.7,320.0,212.0
None,8.88,68.1,124.0,0.25,15.3,27.8,45.4,1.58,2.26,104.0,25.6,151.0,237.0
None,19.5,54.2,112.0,0.11,10.5,20.8,48.0,0.84,1.85,215.0,23.7,386.0,267.0
None,5.75,30.1,62.0,0.26,5.97,12.4,30.5,0.48,0.85,86.0,14.4,491.0,141.0
None,29.47,76.5,118.0,1.05,23.6,27.2,41.0,3.29,4.9,116.0,23.6,105.0,215.0
None,5.9,82.7,140.0,0.48,19.2,32.1,46.8,1.82,3.64,81.0,28.3,120.0,250.0
None,28.2,88.8,134.0,1.11,25.4,29.5,40.9,14.95,6.65,116.0,24.4,309.0,244.0
None,9.18,69.8,143.0,0.19,13.7,28.6,61.3,0.54,1.76,282.0,32.2,794.0,311.0
None,13.74,12.1,16.8,0.47,4.22,4.0,7.5,1.0,1.04,78.0,3.7,113.0,38.4
None,24.84,48.7,92.0,0.21,10.8,19.1,39.7,0.93,2.0,231.0,20.4,373.0,195.0
None,18.95,155.0,243.0,0.94,43.9,57.3,76.3,9.97,9.89,341.0,46.8,548.0,402.0
None,13.19,32.7,57.7,0.31,7.98,12.2,24.5,0.72,1.31,161.0,12.6,252.0,119.0
None,16.9,83.6,118.0,0.43,24.9,28.4,37.0,2.14,5.08,265.0,23.1,306.0,203.0
None,11.79,41.2,79.8,0.13,9.16,16.8,33.1,0.61,1.63,120.0,17.9,280.0,164.0
None,83.94,89.9,119.0,2.26,38.9,29.1,45.3,38.41,14.62,400.0,24.8,559.0,230.0
None,17.66,71.8,123.0,0.42,17.3,27.1,49.0,1.15,2.69,175.0,26.4,345.0,247.0
None,39.95,187.3,239.0,3.24,72.3,60.7,69.5,31.57,22.19,202.0,44.4,205.0,377.0
None,31.88,80.5,139.0,0.71,22.0,30.1,56.8,3.18,4.6,424.0,30.5,655.0,288.0
None,21.4,36.4,68.4,0.38,9.0,13.3,30.5,1.0,1.8,92.0,14.7,169.0,166.0
None,25.45,134.0,206.0,1.05,38.8,48.5,74.6,14.1,9.71,123.0,41.3,287.0,369.0
None,18.15,44.2,96.7,0.23,7.94,18.9,48.9,3.29,1.67,69.0,22.9,184.0,228.0
None,12.57,94.5,150.0,0.2,23.0,35.5,48.3,1.71,3.52,162.0,30.6,230.0,261.0
None,6.64,16.5,66.1,0.13,1.92,9.9,53.8,0.63,0.4,71.0,19.1,705.0,224.0
None,7.89,35.4,57.2,0.31,10.7,13.2,21.5,0.79,1.74,49.0,11.8,91.0,110.0
None,42.68,179.0,303.0,0.6,37.8,68.4,94.0,2.64,6.11,377.0,61.6,869.0,540.0
None,12.71,99.3,189.0,0.8,21.7,39.7,80.9,1.78,3.4,56.0,42.3,257.0,409.0
None,5.54,41.4,68.9,0.07,10.0,15.4,24.1,0.92,1.78,119.0,13.9,269.0,127.0
None,20.49,214.0,332.0,0.32,58.5,79.7,104.2,7.47,12.78,504.0,66.4,493.0,569.0
None,19.46,27.1,57.5,0.24,5.58,11.2,30.2,0.42,0.87,91.0,14.2,385.0,146.0
None,10.89,35.0,71.3,0.34,7.52,14.1,36.2,0.42,0.9,149.0,16.2,327.0,166.0
None,6.34,263.0,412.0,1.34,80.4,96.9,141.0,9.66,16.46,244.0,81.4,144.0,711.0
None,1.27,173.0,341.0,0.09,26.8,72.0,127.8,1.03,3.28,87.0,73.7,573.0,671.0
None,9.22,68.7,106.0,1.48,23.0,24.7,40.5,3.24,5.05,218.0,21.4,325.0,194.0
None,29.38,125.0,211.0,1.44,30.98,46.4,91.0,5.31,5.77,607.0,46.9,1042.0,450.0
None,3.92,167.0,278.0,0.71,47.9,62.9,98.3,5.06,7.83,117.0,56.3,89.0,512.0
None,8.29,102.6,181.0,0.3,22.1,40.2,68.0,1.48,3.53,117.0,37.2,223.0,334.0
None,4.87,101.0,96.3,5.72,51.4,27.5,29.5,2.88,10.29,109.0,18.7,403.0,163.0
None,9.83,42.0,90.9,0.09,7.99,18.1,45.2,0.55,1.18,108.0,20.8,286.0,212.0
None,12.77,31.6,62.1,0.79,7.56,12.7,33.2,1.36,1.6,142.0,14.3,275.0,146.0
None,2.67,164.3,303.0,0.28,30.4,66.5,110.0,1.48,3.64,74.0,62.8,285.0,547.0
None,8.88,76.4,138.0,0.24,17.2,30.0,54.0,1.09,2.94,102.0,28.4,202.0,261.0
None,16.38,88.8,156.0,0.45,21.2,34.5,60.5,2.27,3.92,181.0,32.3,319.0,290.0
None,14.8,31.9,50.8,0.26,8.49,11.6,20.5,1.2,1.54,73.0,10.8,101.0,102.0
None,16.64,106.0,185.0,0.44,28.4,41.3,72.1,6.85,6.15,173.0,39.4,277.0,358.0
None,13.28,128.0,261.0,0.27,23.7,54.6,112.0,1.31,3.38,390.0,58.9,886.0,569.0
None,14.33,52.4,77.4,0.72,17.4,18.1,27.1,1.97,3.42,199.0,15.9,407.0,144.0
None,15.96,72.8,129.0,0.35,17.1,28.2,51.9,1.34,2.91,146.0,26.7,233.0,253.0
None,6.47,32.5,70.3,0.25,6.06,13.4,39.0,0.78,0.86,138.0,17.5,776.0,182.0
None,24.16,97.9,185.0,0.69,24.6,39.0,78.4,6.55,5.34,195.0,40.3,308.0,387.0
None,51.06,222.0,426.0,0.11,42.1,91.9,158.0,2.9,6.33,356.0,90.1,692.0,796.0
None,24.9,41.9,78.2,0.47,11.0,15.3,34.8,4.33,2.58,111.0,16.3,173.0,185.0
None,13.45,62.2,124.0,0.28,12.9,25.6,58.5,2.36,2.11,102.0,27.6,328.0,265.0
None,6.97,101.0,175.0,0.73,25.5,39.0,61.7,2.29,3.57,181.0,35.3,371.0,322.0
None,10.75,90.0,166.0,0.42,20.0,36.4,63.3,1.38,3.43,189.0,35.2,367.0,324.0
None,7.93,57.2,133.0,0.67,9.2,25.6,72.1,1.0,1.49,161.0,32.1,1096.0,330.0
None,13.02,104.0,174.0,0.58,27.6,39.4,69.9,4.61,4.78,107.0,35.7,191.0,329.0
None,3.75,132.0,223.0,0.55,37.6,47.1,74.8,3.47,7.01,99.0,42.1,86.0,433.0
None,7.42,75.7,140.0,0.33,15.4,30.5,57.1,0.85,2.11,94.0,29.8,348.0,273.0
None,23.67,149.0,270.0,0.3,31.7,59.6,104.0,3.31,5.02,622.0,55.9,908.0,505.0
None,16.53,101.0,194.0,1.04,22.5,39.8,94.7,2.75,4.35,281.0,44.8,429.0,449.0
None,26.85,364.0,573.0,1.45,85.6,135.0,188.0,18.65,16.87,169.0,114.0,756.0,957.0
None,5.95,238.0,515.0,0.49,35.1,103.0,229.0,1.47,4.17,59.0,117.0,186.0,1134.0
None,4.61,52.4,85.9,0.51,14.5,19.4,32.0,1.92,2.6,43.0,17.7,90.0,164.0
None,8.34,85.2,135.0,0.04,16.3,31.9,39.9,0.62,2.13,216.0,26.7,521.0,222.0
None,6.48,38.4,74.2,0.12,7.78,15.2,31.0,0.79,1.34,95.0,16.2,250.0,156.0
None,4.84,60.4,99.7,0.17,17.2,22.7,39.5,1.96,3.28,184.0,20.3,350.0,188.0
None,20.79,194.0,346.0,0.39,44.3,76.7,138.0,4.5,7.51,612.0,71.7,1159.0,656.0
None,3.55,76.5,141.0,0.13,15.1,30.6,54.7,0.85,2.16,79.0,29.2,234.0,269.0
None,13.36,219.0,319.0,0.85,65.3,78.7,97.8,9.7,13.6,256.0,60.6,227.0,499.0
None,21.69,52.1,96.6,0.22,11.6,20.8,39.9,1.13,1.95,138.0,20.7,180.0,200.0
None,62.18,65.5,124.0,0.6,16.6,25.8,57.8,22.37,6.01,401.0,29.0,834.0,287.0
None,7.53,40.8,115.8,0.07,5.53,19.3,96.3,0.8,0.78,98.0,32.6,804.0,383.0
None,7.48,135.0,250.0,3.21,21.0,50.0,83.8,5.11,4.02,70.0,49.0,776.0,504.0
None,4.8,50.3,88.4,0.33,9.63,18.5,48.3,1.9,1.43,81.0,21.7,1794.0,228.0
None,16.46,99.8,167.0,0.48,23.7,38.0,62.3,3.54,4.32,212.0,33.9,314.0,302.0
None,11.16,46.4,100.0,0.07,8.55,19.8,53.3,0.62,1.33,207.0,23.7,819.0,238.0
None,2.52,94.7,162.0,0.2,18.8,34.3,82.7,1.77,2.92,98.0,38.1,1538.0,388.0
None,5.13,54.8,103.0,0.27,12.9,21.7,49.8,1.49,2.19,217.0,22.7,585.0,224.0
None,18.17,80.3,167.0,0.73,15.6,33.2,88.8,1.56,2.55,219.0,39.2,456.0,402.0
None,24.0,90.5,170.0,0.36,20.2,34.0,67.1,2.21,3.51,112.0,34.3,150.0,375.0
None,9.97,81.5,144.0,0.49,18.5,31.7,56.7,1.4,3.06,100.0,30.3,215.0,274.0
None,11.2,60.3,176.0,1.1,11.2,28.0,151.3,4.79,3.08,117.0,52.9,1221.0,653.0
None,5.03,98.4,141.0,0.15,27.1,34.6,43.6,2.42,4.93,253.0,27.8,398.0,229.0
None,53.82,204.0,325.0,10.26,77.5,68.7,131.0,32.19,30.82,222.0,72.5,466.0,690.0
None,6.07,7.0,14.7,0.18,1.9,2.9,9.3,0.15,0.37,46.0,3.5,166.0,38.2
None,17.16,94.7,154.0,1.01,24.2,33.7,79.2,1.85,3.67,156.0,35.5,777.0,367.0
None,4.29,22.3,44.9,0.13,4.29,9.3,17.2,0.14,0.56,66.0,9.6,270.0,90.4
None,10.74,198.0,302.0,2.13,55.6,71.2,98.9,8.56,11.73,108.0,57.8,215.0,507.0
None,30.29,262.0,393.0,3.05,78.3,92.1,131.0,11.39,18.58,510.0,79.0,723.0,704.0
None,9.46,185.0,316.0,0.9,43.9,69.7,121.0,3.05,7.27,226.0,65.6,612.0,599.0
None,6.98,135.0,241.0,0.52,23.7,53.0,84.0,0.68,2.51,243.0,51.7,776.0,464.0
None,12.22,149.0,210.0,0.47,42.9,52.5,57.8,5.54,9.47,207.0,39.9,207.0,332.0
None,9.25,95.4,152.0,2.23,29.3,35.0,60.2,3.97,6.03,126.0,31.2,266.0,282.0
None,9.88,98.9,199.0,0.32,22.2,40.6,95.5,1.74,3.67,167.0,46.6,779.0,470.0
None,18.82,90.0,157.0,0.74,20.6,35.1,59.0,3.1,3.98,195.0,32.7,375.0,303.0
None,46.02,89.7,191.0,0.39,21.0,37.6,105.0,21.24,6.84,289.0,44.2,1061.0,450.0
None,91.83,137.0,213.0,0.85,40.7,50.2,74.7,39.33,13.77,206.0,41.7,240.0,365.0
None,2.1,67.9,48.6,0.34,30.3,16.1,10.6,2.82,5.99,60.0,7.7,172.0,59.4
None,18.1,75.7,118.0,1.4,24.7,24.3,53.1,4.22,5.38,291.0,24.2,671.0,279.0
None,4.68,89.3,176.0,0.55,17.4,36.4,90.7,0.98,2.67,55.0,41.6,444.0,422.0
None,21.47,142.0,249.0,1.31,32.2,53.8,105.0,3.53,6.09,526.0,54.2,1148.0,525.0
None,9.4,92.1,136.0,0.22,24.4,30.9,37.2,2.84,4.89,125.0,24.0,159.0,230.0
None,5.83,60.1,112.0,1.35,15.9,23.0,58.5,3.11,3.68,151.0,25.3,196.0,261.0
None,13.09,96.2,190.0,0.38,19.02,39.9,86.6,0.89,2.73,116.0,42.2,243.0,401.0
None,21.15,70.5,150.0,0.61,12.8,29.9,80.7,1.67,2.51,223.0,36.8,655.0,386.0
None,11.82,88.8,167.0,0.24,19.4,36.2,63.9,1.82,2.76,219.0,35.9,486.0,330.0
None,12.49,49.8,80.6,0.51,13.7,18.6,29.7,1.71,2.56,18.0,16.5,17.0,151.0
None,4.28,86.9,131.0,0.18,22.3,31.5,42.6,1.89,3.71,109.0,26.7,229.0,227.0
None,2.6,10.0,23.4,0.2,2.03,4.4,13.2,0.19,0.2,26.0,5.8,76.0,61.6
None,38.99,61.9,118.0,1.44,16.3,24.3,61.6,2.11,3.49,250.0,28.2,371.0,284.0
None,10.05,93.1,164.0,0.13,20.7,36.0,66.2,1.84,3.68,327.0,35.0,559.0,319.0
None,10.74,31.7,77.6,0.11,5.36,14.4,47.9,0.29,1.05,116.0,19.9,692.0,213.0
None,24.9,133.0,233.0,2.52,30.0,50.0,96.6,9.03,7.68,508.0,50.9,816.0,490.0
None,1.28,197.0,273.0,0.32,44.6,67.6,83.8,1.96,5.63,141.0,52.1,604.0,436.0
None,10.24,101.0,189.0,0.13,18.7,41.1,70.9,0.77,2.75,289.0,41.0,630.0,377.0
